ID,FDA_Regulated_Drug,FDA_Regulated_Device,Responsible_Party
RCB: 2022-A01349-34,No,No,Sponsor
211820931,No,No,Sponsor
CTC-SMMiL-E-1901,No,No,Sponsor
LCI-BRE-VITD-001,No,No,Sponsor
CLEE011A2412B,Yes,No,Sponsor
PB-2020-01,Yes,No,Sponsor
OX2022-203-01,Yes,No,Sponsor
2018-0561,Yes,No,Sponsor
IRB00180383,No,No,Sponsor
ID-RCB: 2018-A03356-49,No,No,Sponsor
2021/058,No,No,Sponsor
2011684,No,Yes,Principal Investigator
CDK-002-101,Yes,No,Sponsor
SAPB for MRM 2.0,No,No,Principal Investigator
2020_16,No,No,Sponsor
TJ107001STM202,No,No,Sponsor
2015C0090,No,No,Principal Investigator
Study-21-00112,No,No,Principal Investigator
NeuroMod-PCCI,No,No,Sponsor
2020-013-00US3,Yes,No,Sponsor
D8530C00004,No,No,Sponsor
19-5250.0,No,No,Sponsor
STU 2019-1099,Yes,Yes,Principal Investigator
2020.253 NL72539.029.20,No,No,Principal Investigator
A5481173,Yes,No,Sponsor
RCT Pristina 2/TR,No,No,Sponsor
2021-0568-001,No,No,Principal Investigator
STUDY00143316,No,No,Principal Investigator
2019P001434-1,No,No,Principal Investigator
19-238,Yes,No,Sponsor
FDRT-BC007,No,No,Principal Investigator
PMPS 1,No,No,Sponsor
2004-219-1119,No,No,Principal Investigator
2000031319,No,No,Sponsor
DS1062-A-J101,Yes,No,Sponsor
CMUH110-REC1-122,No,No,Principal Investigator
IIT-ePRO,No,No,Sponsor
ICO-2020-22,No,No,Sponsor
22-091,No,No,Principal Investigator
UTK-IRB-22-07195,No,Yes,Principal Investigator
ERC#2020-3379-10190,No,No,Principal Investigator
PROICM 2018-07 BPR,No,No,Sponsor
5271,No,No,Sponsor
ZG01012019,No,No,Principal Investigator
PO18091,No,No,Sponsor
22-197,No,No,Sponsor
21-055,No,No,Sponsor
1955K,No,No,Principal Investigator
20-5111,No,No,Sponsor
PROICM 2020-06 BIO,No,No,Sponsor
IRB-46373,No,No,Sponsor
UPCC 21220,No,No,Principal Investigator
2019_NOV_CP_001,No,No,Sponsor
DEGENCA,No,No,Sponsor
IRB-2022- 1451,No,No,Sponsor
ASO.RianGen.22.02,No,No,Sponsor
19-00222,No,No,Sponsor
C4431001,Yes,No,Sponsor
M336,No,No,Principal Investigator
MAGREES,No,No,Sponsor
KIA 2018/155,No,No,Principal Investigator
B-1206-158-005,No,No,Sponsor
190311,No,Yes,Principal Investigator
20-021,No,No,Sponsor
202200395A3,No,No,Principal Investigator
PECS in Breast Cancer Surgery,No,No,Principal Investigator
HREBA.CC-19-0354,No,No,Sponsor
Analgesia in breast surgey,No,No,Principal Investigator
159-2019,No,No,Principal Investigator
9778,No,Yes,Sponsor
LCCC1920,No,No,Sponsor
MCC-19650,Yes,No,Sponsor
2018-05-0009,No,No,Principal Investigator
STU00214745,Yes,No,Principal Investigator
DCIS Cryo,No,No,Principal Investigator
ENTheR,No,No,Sponsor
Michal Nissim 2,No,No,Principal Investigator
IUSCC-0533,Yes,No,Sponsor-Investigator
Version 1.1.6,No,No,Principal Investigator
GALENO 1,No,No,Principal Investigator
MMSTD1Pecs2,No,No,Principal Investigator
875329,No,No,Principal Investigator
ST-067-001,Yes,No,Sponsor
H-40045,No,No,Sponsor
SYSKY-2023-122-02,No,No,Principal Investigator
TRV-002,No,No,Sponsor
KOU KAEK 2018/487,No,No,Principal Investigator
TREM-1,No,No,Sponsor
RC31/17/0335,No,No,Sponsor
201912245RINB,No,No,Sponsor
KND-QX-CXXT,No,No,Sponsor
ALTERTASTE,No,No,Principal Investigator
CUT_DN_02,No,No,Sponsor-Investigator
Pro00052823,No,Yes,Principal Investigator
PKUPH10B001,No,No,Sponsor
19.58/ONCO19.08,No,No,Principal Investigator
CCS1477-01,Yes,No,Sponsor
CIRCADIAN,No,No,Sponsor
CO-338-098,Yes,No,Sponsor
UBP-A103-HER2,No,No,Sponsor
UMCC 2021.071,No,No,Sponsor
Pro00040035,No,No,Sponsor
18-6047,No,No,Sponsor
Real-HER2,No,No,Sponsor
PI2018068,No,No,Sponsor-Investigator
CBCSG-040,No,No,Sponsor-Investigator
Metimedi-202,No,No,Sponsor
NUV-422-02,Yes,No,Sponsor
UBT 2022-01,No,No,Sponsor
2020-A01534-35,No,No,Sponsor
181367,No,No,Principal Investigator
PRO00041443,No,No,Principal Investigator
19SM5221,No,No,Sponsor
METCZ20190024,No,No,Principal Investigator
22-01024342,No,Yes,Sponsor
PUMA-NER-9501,No,Yes,Sponsor
SY-5609-101,Yes,No,Sponsor
MCC-20487,Yes,No,Sponsor
DWI breast cancer,No,No,Principal Investigator
2022/73,No,No,Principal Investigator
TBMZ-Radio-boron gel,No,No,Principal Investigator
0141-19-RMB,No,No,Sponsor
BT5528-100,Yes,No,Sponsor
2021P000209,No,No,Principal Investigator
REaCT-TEMPO,No,No,Sponsor
SYSKY-2022-117-01,No,No,Principal Investigator
IRB 22-211,No,No,Principal Investigator
PROT-P2-024,No,No,Sponsor
2022-0454,No,No,Sponsor
Pro00101109,No,No,Sponsor
22-071,No,No,Sponsor
ZL-2306-006,No,No,Sponsor
OTT-15-02,No,No,Sponsor
CONFIDENCE-01,No,Yes,Sponsor
K 2020-9716,No,No,Principal Investigator
NCC20180327,No,No,Principal Investigator
3121_MATFIH22,No,No,Sponsor
Modi-1-001,Yes,Yes,Sponsor
20-437,No,No,Principal Investigator
16-01,No,Yes,Sponsor
IEO 1002/,No,No,Sponsor
3271,No,No,Sponsor
21-559,No,No,Principal Investigator
LCCC2139,Yes,No,Sponsor
NK-101,Yes,No,Sponsor
1903399639,Yes,Yes,Sponsor
18-00684,No,No,Sponsor
MCC-19-15167,No,No,Sponsor
CASE5117,No,Yes,Sponsor
CASE10117,Yes,No,Sponsor
Medipol Hospital 18,No,No,Principal Investigator
18-431,Yes,No,Sponsor
SPI-POZ-203,Yes,No,Sponsor
STUDY21070030,Yes,Yes,Sponsor-Investigator
E2018124,No,No,Sponsor
2140-002,Yes,No,Sponsor
2019(S073),No,Yes,Sponsor-Investigator
21-288,Yes,No,Sponsor
OSU-21198,No,No,Principal Investigator
RadOnc,No,No,Principal Investigator
INX-315-01,Yes,No,Sponsor
228012,Yes,No,Sponsor
JSKN003-101,No,No,Sponsor
20-275,Yes,No,Sponsor
018-781,No,No,Principal Investigator
IGAR-TO-007,No,No,Sponsor
Laser LabCorp #001,No,No,Sponsor
2020-04936,No,No,Sponsor
NCC2962,No,No,Sponsor
IRB-50877,Yes,Yes,Sponsor
PER-19-04,No,Yes,Sponsor
KL166-I-01-CTP,No,No,Sponsor
PROTOCOL-P2-054,No,No,Sponsor
254-18,No,No,Sponsor
MIP-2019-001,No,No,Sponsor
B076201420067,No,No,Sponsor
21051,No,No,Sponsor
DE-17-17,No,No,Sponsor
CLINP-001013,No,No,Sponsor
201701045,No,No,Sponsor
ICO-2021-05,No,No,Sponsor
E20210210,No,No,Sponsor
735CLD Rev.04,No,No,Sponsor
CLP-0004,No,No,Sponsor
EMC-0124-18,No,No,Sponsor
LYL797-101,Yes,No,Sponsor
2834,No,No,Principal Investigator
IC 2021 07,No,No,Sponsor
APHP220816,No,No,Sponsor
GEN1B-01,No,Yes,Sponsor
IIT2018-25-MITA-NEOBREADS,No,No,Sponsor-Investigator
GOG-8023,,,Sponsor
2020-00493,No,No,Principal Investigator
20210817-01H,No,No,Principal Investigator
CIRB Ref. No: 2019/2090,No,No,Principal Investigator
20295,No,No,Sponsor
TO-TAS0728-101,Yes,No,Sponsor
124.03-2017-GES-0005,No,Yes,Sponsor
IIT2018-21-AMERSI-BREADS,No,No,Sponsor-Investigator
PSG SOMAVAC,No,Yes,Sponsor
FMSU2017-003,No,Yes,Sponsor
3-2021-0468,No,No,Principal Investigator
IB 2019-01,No,No,Sponsor
2022-010,Yes,No,Principal Investigator
Reader-02 Study,No,Yes,Sponsor
20-03,No,Yes,Sponsor
YWBC-002,No,No,Sponsor
PER-19-03,No,Yes,Sponsor
2018-4107,No,No,Sponsor
2019-1176,No,No,Sponsor
2021-0290,No,No,Sponsor
0180910/16,No,No,Principal Investigator
ETNA-CRCI,No,No,Sponsor
INTRUSION,No,No,Principal Investigator
2019-A00121-56,No,No,Sponsor
2018-9409,No,No,Principal Investigator
R.22.09.1830,No,No,Principal Investigator
SCOUT2021,No,No,Sponsor
PROICM 2019-07 PRE,No,No,Sponsor
2022-A01940-43,No,No,Sponsor
Reader-01,No,Yes,Sponsor
2020-0980,No,No,Sponsor
STUDY00025461,No,No,Principal Investigator
19D.203,No,No,Sponsor
BCD-178-1,No,No,Sponsor
2019P003607-11,Yes,No,Principal Investigator
SHR6390-I-114,No,No,Sponsor
19-005445,No,No,Principal Investigator
2204MDJ,No,No,Principal Investigator
mastectomy regional anesthesia,No,No,Principal Investigator
PECS 2019,No,No,Sponsor
R-2017/UEM11,No,No,Principal Investigator
IBIO-302,Yes,No,Sponsor
LAE203CN2101,No,No,Sponsor
SN132D CSP final version 6.0,No,No,Sponsor
2022-1151,No,No,Principal Investigator
CIRB Ref. No: 2017/3139,No,No,Principal Investigator
LCCC1754,No,No,Sponsor
Tomosymthesis,,,Sponsor-Investigator
NINTAU,No,No,Principal Investigator
BCA-AI,No,No,Principal Investigator
21-002713,No,Yes,Sponsor
LIVFOU-930411,No,No,Principal Investigator
21-BI-1607-01,No,No,Sponsor
20-378,No,No,Sponsor
2019-A0872-55,No,No,Sponsor
CAAA504A12101,Yes,No,Sponsor
20190701041GH,No,No,Principal Investigator
D6900C00001,Yes,No,Sponsor
HNCH-BC004,No,No,Principal Investigator
CMUH106-REC2-117,No,No,Principal Investigator
20200491,No,No,Principal Investigator
2019-06214,No,No,Sponsor
LS2023012,No,No,Principal Investigator
PRO2021-1428,No,No,Sponsor
ZN-A-1041-101,No,No,Sponsor
HCC 21-265,No,No,Principal Investigator
HNCH-BC007,No,No,Principal Investigator
2020-0498,No,Yes,Sponsor
NBE-002-01,Yes,No,Sponsor
PROT002 - Test Plan 01 Rev A,No,Yes,Sponsor
1B-22-2,Yes,No,Sponsor
Gen 2 - 01,No,Yes,Sponsor
PROT001,No,No,Sponsor
MW05-2020-CP301,No,No,Sponsor
BYON5667.002,No,No,Sponsor
UZBRU_VHH2_1,No,No,Sponsor
v24-9-2017,No,No,Principal Investigator
19-007547,Yes,No,Sponsor
Pro00092817,No,No,Sponsor
Pro00112215,No,No,Sponsor
Ageing-NIO,No,No,Principal Investigator
M16-573,Yes,No,Sponsor
5R44CA203608,No,Yes,Sponsor
ACROPOLI (SOLTI-1904),No,No,Sponsor
NL52329.075.15,No,No,Principal Investigator
DPCVC,No,No,Principal Investigator
AAAT2490,No,No,Principal Investigator
0S-20-6,No,No,Sponsor
SRNSM,No,No,Principal Investigator
CMP-001-009,Yes,No,Sponsor
5890-001,Yes,No,Sponsor
SS-SP01-201904,No,No,Principal Investigator
H19-03343,No,No,Principal Investigator
BPI-2358-106 phase 3,Yes,No,Sponsor
EK 1623/2020,No,No,Principal Investigator
TRX518-004,Yes,No,Sponsor
20200110,No,No,Principal Investigator
ASPB vs ESBP for mastectomy,No,No,Principal Investigator
2018-01,No,No,Sponsor
TYKM1602101,No,No,Sponsor
BrUOG 351,No,No,Sponsor-Investigator
PI-3958,Yes,No,Sponsor
KL264-01,Yes,No,Sponsor
Medipol Hospital 26,No,No,Principal Investigator
NeoVAB,No,No,Sponsor
16-136,Yes,No,Principal Investigator
SGN228-001,Yes,No,Sponsor
1612017795,No,No,Sponsor
7902-005,Yes,No,Sponsor
UUBreast02,No,No,Principal Investigator
2021-0842,No,Yes,Sponsor
GN19HS442,No,No,Sponsor
06-2020/1,No,No,Sponsor
MCC-21622,Yes,No,Sponsor
SIBP-03-01,No,No,Sponsor
IRB00047335,Yes,No,Sponsor
217510,Yes,No,Sponsor
RIN20230039,No,No,Sponsor
4-2019-0834,No,No,Principal Investigator
UI/EC/20/0275,No,No,Sponsor-Investigator
AB-201-01,Yes,No,Sponsor
IOM-040369,No,No,Sponsor
233,No,No,Sponsor-Investigator
TQB3616-I-02,No,No,Sponsor
MAR-BAS-18-005,No,No,Sponsor
107709,No,Yes,Principal Investigator
20-1456,No,No,Principal Investigator
UTN: U1111-1278-1680,No,No,Principal Investigator
19-104,No,No,Principal Investigator
MASCT-I-1003,No,No,Sponsor
REC/RCR&AHS/22/0511,No,No,Sponsor
18-264,No,No,Sponsor
KY20202093-F-1,No,No,Sponsor
P050001 TiLOOP® Bra Pocket,No,No,Sponsor
2021-0262,No,No,Sponsor
H18-02014,No,No,Principal Investigator
262180,Yes,No,Sponsor
IRB19-2074,Yes,No,Sponsor
TG1819ONC,No,No,Sponsor
STUDY00018917,No,No,Principal Investigator
STUDY00002789,No,No,Sponsor
S66520,No,No,Sponsor
P.T.REC/012/002677,No,No,Principal Investigator
ISPY-P1.01,Yes,No,Sponsor
NCI-2017-01921,Yes,No,Sponsor
"2016-051-000001, 1835",No,No,Sponsor
CF21163B,No,No,Sponsor
D-FR-01072-002,Yes,No,Sponsor
Breast-Nektaria,No,No,Principal Investigator
1413727,No,No,Principal Investigator
1049/2018,No,Yes,Sponsor
20200426,Yes,No,Sponsor
VALO-001,No,No,Sponsor
IMU R204/2017,No,No,Principal Investigator
LCCC1915,Yes,Yes,Sponsor
RiphahIU Shafaq,No,No,Sponsor
CRX100-001,Yes,No,Sponsor
HREBA.CC-20-0077,No,No,Sponsor
TST-9-H,No,No,Sponsor
OCOG-2022-RAPID2,No,No,Sponsor
20181004,No,No,Sponsor
18-571,No,No,Principal Investigator
R19-159,Yes,No,Principal Investigator
2018B0521,No,No,Principal Investigator
287482,No,No,Sponsor
HR-BLTN-DDI-07,No,No,Sponsor
201612723,Yes,No,Sponsor-Investigator
2012285106,No,No,Sponsor
AWS,No,No,Principal Investigator
2022-0328,No,No,Sponsor
20/007-E_TFM,No,No,Sponsor
Internal Code 012-23,No,No,Sponsor
0352-2189,No,No,Sponsor
HCI128055,Yes,No,Sponsor
180097,Yes,Yes,Principal Investigator
190134,Yes,No,Sponsor
TH1902-CTR-0001,Yes,No,Sponsor
18112,Yes,No,Sponsor
KY20172047-1,No,No,Sponsor
BREAST HEMATOMA,No,Yes,Principal Investigator
mRNA-2752-P101,Yes,No,Sponsor
1380800-R,No,No,Principal Investigator
7621,No,No,Principal Investigator
TomBakerCC,No,No,Principal Investigator
SVIFT Nodal Trial,No,No,Principal Investigator
CASE1Z21,No,No,Sponsor
IRB00075787,No,No,Sponsor
HB-AT-001,No,No,Sponsor
D161100000816006,No,No,Principal Investigator
ART4215C001,Yes,No,Sponsor
Duke-NUS,No,No,Principal Investigator
226947,No,No,Sponsor
SKNA pilot,No,No,Principal Investigator
IIT2018-05-ASHER-IMPROV2,No,No,Sponsor-Investigator
OU-SCC Virtual Reality,No,No,Sponsor
2020-A03205-34,No,No,Sponsor
OPERA2,No,No,Principal Investigator
TaiHao BR-USCAD VT 20-249,No,Yes,Sponsor
201907039,Yes,No,Sponsor
UMCC 2021.004,No,No,Sponsor
UPMREB 2021-140-01,No,No,Sponsor
15/LO/1038 BRACELET,No,No,Sponsor
KS01,No,No,Principal Investigator
MS-268-2019,No,No,Principal Investigator
BoCCE,No,No,Sponsor
875329B,No,No,Sponsor
MS-536-2021,No,No,Principal Investigator
Gyn F-Chem,No,No,Principal Investigator
PROICM 2019-06 COH,No,No,Sponsor
NCCH1905,No,No,Sponsor
D3614C00004,Yes,No,Sponsor
1449,No,No,Sponsor
RocuMAST,No,No,Principal Investigator
CHD22_0002,No,No,Sponsor
CLINP-001001,No,No,Sponsor
1920306,No,No,Sponsor-Investigator
17-VIN-0855,Yes,No,Sponsor
2022-01423-01,No,No,Sponsor
2019-0557,Yes,Yes,Sponsor
Breast 2019,No,No,Sponsor
D0817C00098,Yes,No,Sponsor
2017-377,No,No,Principal Investigator
IZKSZ3_188408 / 1,No,No,Principal Investigator
2018-94,No,No,Principal Investigator
ORIN1001-C1,Yes,No,Sponsor
UMCC 2020.041,Yes,No,Sponsor
H-42207 GAIL-N,Yes,No,Principal Investigator
Esogu Anesthesia,No,No,Principal Investigator
TED16925,Yes,No,Sponsor
Telerehab CH Feasibility,No,No,Sponsor
RPC006,Yes,No,Sponsor
BEX15859,No,No,Sponsor
waitingroom,No,No,Principal Investigator
CP-10-001,No,No,Sponsor
REB16-1463,No,No,Principal Investigator
UF-STO-ETG-003,Yes,No,Sponsor
UMCC 2020.157,No,No,Sponsor
OnkoFit II,No,No,Principal Investigator
R7075-ONC-2009,Yes,No,Sponsor
CART-TnMUC1-01,Yes,No,Sponsor
PT06-01,Yes,No,Sponsor
2019/2944,No,No,Sponsor
SPI-POZ-501,Yes,No,Sponsor
LCB-1801-001,No,No,Sponsor
PECS vs SAP,No,No,Principal Investigator
2020-000495-37,No,No,Sponsor
2018-0175,Yes,No,Sponsor
2021-082,No,No,Principal Investigator
012018CONTROL,No,No,Sponsor-Investigator
18232,No,No,Sponsor
R19258,No,No,Principal Investigator
2020/03FEV/065,No,No,Sponsor
2012-001-108,No,No,Principal Investigator
HREC/74777/Alfred-2021,No,No,Principal Investigator
7905,No,No,Sponsor
ARX788-1711,Yes,No,Sponsor
69HCL18_0492,No,No,Sponsor
BB-1701-101,Yes,No,Sponsor
D9720C00001,Yes,No,Sponsor
XuanWuH-NK,No,No,Principal Investigator
FPX-01-01,Yes,No,Sponsor
RAPA-201-STP-01,Yes,No,Sponsor
HC-404-FCP-2011,Yes,No,Sponsor
assuitu faculty of medicine,No,No,Principal Investigator
STUDY00015358,No,No,Principal Investigator
ONCX-NAV-G201,Yes,No,Sponsor
CRUKD/22/002,No,No,Sponsor
042201,Yes,No,Principal Investigator
DCC-2036-01-004,Yes,No,Sponsor
NM1F-T1-01,Yes,No,Sponsor
213409,Yes,No,Sponsor
ICO-2020-06,No,No,Sponsor
OMO-103-01,No,No,Sponsor
849679,No,No,Sponsor
UC-0101/1709,No,No,Sponsor
4-2020-0165,No,No,Principal Investigator
ZN-A-1041-101-US,Yes,No,Sponsor
UW21084,No,No,Principal Investigator
IRB#56402,No,No,Sponsor
TAEK-VAC-HerBy-001,Yes,No,Sponsor
C4161001,Yes,No,Sponsor
MORAb-202-G000-201,Yes,No,Sponsor
18-27025,No,No,Sponsor
APHP210583,No,No,Sponsor
19-652,No,No,Principal Investigator
BESTa,No,No,Principal Investigator
SOLTI-1804,No,No,Sponsor
M19-037,Yes,No,Sponsor
2020-00256; ch18Weber4,No,No,Sponsor
OSU-21313,No,No,Principal Investigator
AN0025S0103,Yes,No,Sponsor
202202104,No,No,Sponsor-Investigator
Medipol Hospital 9,No,No,Principal Investigator
69HCL18_0369,No,No,Sponsor
2019/629,No,Yes,Principal Investigator
200023,Yes,No,Sponsor
RB-vs-RG-BCS,No,No,Principal Investigator
CHANCES-IPC 2021-008,No,No,Sponsor
17-694,No,Yes,Principal Investigator
SLS17-201/MK3475-770,Yes,No,Sponsor
AP2207-30110,No,No,Principal Investigator
FZPL-Ⅲ-301-OC,No,No,Sponsor
2015-KAEK-64-22-09,No,No,Principal Investigator
2022-0329,No,No,Sponsor
CLODIS,No,No,Sponsor
KE-0254/92/2018,No,No,Principal Investigator
G423 Multi TP,No,No,Sponsor
2019-001982-34,No,No,Principal Investigator
201803061RIND,No,No,Sponsor
192004,Yes,No,Sponsor-Investigator
RIPH3-RNI18/NEUROTAX,No,No,Sponsor
22339,Yes,No,Sponsor
TAS2940-101,Yes,No,Sponsor
Bio2738,No,No,Principal Investigator
20252,No,No,Sponsor
2021-PrMa-RWiberg,No,No,Principal Investigator
STM-IRB-22B-001,No,No,Sponsor
69HCL20_0346,No,No,Sponsor
21-5539,No,No,Sponsor
2018-1361,No,No,Sponsor
MC1713,Yes,No,Sponsor
HREBA.CC-18-0028,No,No,Principal Investigator
E-SN@P PROJECT-IPC 2017-029,No,No,Sponsor
PASCA,No,No,Sponsor
H-49731,No,No,Principal Investigator
BrUOG 390,Yes,No,Sponsor
EC/2018/0315,No,No,Sponsor
CIMS-2019-01,No,No,Principal Investigator
XL102-101,Yes,No,Sponsor
Dnr 2019-04151,No,No,Principal Investigator
2021-001624-17,No,No,Sponsor-Investigator
GCO 21-0012,No,No,Principal Investigator
2018-0004,No,No,Sponsor
TJ-IRB20211129,No,No,Principal Investigator
823981A,No,No,Principal Investigator
NIT-110 (KEYNOTE PNA60),Yes,No,Sponsor
69HCL19_0731,No,No,Sponsor
BT-001.01,No,No,Sponsor
EAQ161CD,,,Sponsor
Pro00106186,No,No,Sponsor
G-5097-2019,No,No,Principal Investigator
Laser treatment,No,No,Principal Investigator
NIMAO/2016/PC-01,No,No,Sponsor
IIT-2021-CANINE,No,No,Sponsor
PROICM 2017-05 BAL,No,No,Sponsor
Breast Biopsy,No,No,Principal Investigator
2018P000084,No,Yes,Principal Investigator
IRB00167074,No,No,Sponsor
GOP,No,No,Principal Investigator
NIP IT!,No,No,Sponsor
CDKY709A12101C,Yes,No,Sponsor
IRB#21-001169,No,No,Principal Investigator
PRO 1676,No,No,Sponsor
Pro00102260,No,No,Sponsor
19829,Yes,No,Sponsor
00011271,Yes,No,Principal Investigator
CE3220.,No,No,Sponsor
METCZ20220056,No,No,Sponsor
RC31/17/0350,No,No,Sponsor
19-179,No,No,Sponsor
180276,No,No,Principal Investigator
213353,Yes,No,Sponsor
ebeddows,Yes,No,Principal Investigator
IFCT-1703,No,No,Sponsor
69HCL17_0642,No,No,Sponsor
CS001-SA,No,No,Sponsor
MSK8/22,No,No,Principal Investigator
JAB-2485-1001,Yes,No,Sponsor
PVMEDCT202201,No,No,Principal Investigator
BA3021-001,Yes,No,Sponsor
2020-05-001B,No,No,Sponsor
13104,No,No,Sponsor
PRT2527-01,Yes,No,Sponsor
RECHMPL22_0024,No,No,Sponsor
120134,No,Yes,Principal Investigator
21-369,No,No,Sponsor
Pro00078230,No,No,Sponsor
18-000948,No,No,Principal Investigator
20-08,No,Yes,Sponsor
AP2001-50504,No,No,Principal Investigator
FMBSURECS/30042019/Ali,No,No,Sponsor-Investigator
21-192,No,No,Principal Investigator
SBT6290-101,Yes,No,Sponsor
SAHZhejiangU 123,No,No,Sponsor
CRYO for Mastectomy (DoD),No,Yes,Principal Investigator
FMASUMD45/2021,No,No,Principal Investigator
PT3465,No,No,Sponsor-Investigator
Lishui Peoples Hospital,No,No,Sponsor
HAN2014005-CT02,No,No,Sponsor
SHEBA-19-6136-RS-CTIL,No,No,Sponsor-Investigator
2021/01159,No,No,Sponsor
GS-US-417-5937,Yes,No,Sponsor
SOGUG-2016-A-IEC(PRO)-12,No,No,Sponsor
CCR5653,No,No,Sponsor
PPP005-Ph2/3-01,No,No,Sponsor
AAAS9968,No,No,Sponsor
METCZ2019016,No,No,Principal Investigator
1190532,No,No,Principal Investigator
HSL 2016-83,No,No,Principal Investigator
IMM2902-101,Yes,No,Sponsor
NOX66-005,Yes,No,Sponsor
CCR5063,No,No,Sponsor
BGB-3111-108,Yes,No,Sponsor
2020/14MAI/273,No,No,Sponsor
B4T2-PRC-IIT-001,No,No,Sponsor
PROACTIVE,No,No,Sponsor
2017-02028,No,No,Sponsor
JS001-PMS-CO1,No,No,Sponsor
875351,No,No,Sponsor
CX-839-011,Yes,No,Sponsor
Pro00037562,No,No,Sponsor
16-010491,No,No,Principal Investigator
INT17676,Yes,No,Sponsor
829785,No,No,Sponsor
ESG401-101,No,No,Sponsor
GS-US-382-1587,Yes,No,Sponsor
20221202,No,No,Principal Investigator
KSCM-CRD-001,No,Yes,Sponsor
201707042,No,Yes,Sponsor
201810102MINC,No,No,Sponsor
IRB 20-488,No,No,Sponsor
GO-1,Yes,Yes,Sponsor
1237087,No,No,Principal Investigator
P.T.REC/012/003747,No,No,Principal Investigator
GIHSYSU-26,No,No,Principal Investigator
BRCA-ACP.2022,No,No,Principal Investigator
20,No,No,Sponsor
JK08.1.01,No,No,Sponsor
NC762-01,Yes,No,Sponsor
PARPA-293-001,Yes,No,Sponsor
17237,Yes,No,Sponsor
209514,No,No,Sponsor
INT 36/18,No,No,Sponsor
MER-XMT-2056-1,Yes,No,Sponsor
Klotho _ LRP-6 _ GC,No,No,Principal Investigator
ZL-2306-912 ALTER-OC-02,No,No,Principal Investigator
CEP1:4/2016,No,No,Principal Investigator
Chemobrain Study,No,No,Principal Investigator
XB002-101,Yes,No,Sponsor
KlusPharma,Yes,No,Sponsor
AJIRB-MED-THE-18-236,No,No,Principal Investigator
20/PR/0222,No,No,Sponsor
JTU-6H-20210227001,No,No,Sponsor-Investigator
69HCL22_0275,No,No,Sponsor
REPLAMOD,No,No,Principal Investigator
BTC-HER2,No,No,Sponsor-Investigator
CASE2117,No,No,Sponsor
GOUDET 2018,No,No,Sponsor
H-38855,Yes,No,Sponsor-Investigator
FF-2018-084,No,No,Sponsor
2018-03,No,No,Sponsor
4-2019-0648,No,No,Sponsor
TG-iConquerFear,No,No,Sponsor
P2101,No,Yes,Sponsor
TCM-padia001,No,No,Sponsor
GO43860,Yes,No,Sponsor
C/35/2017,No,No,Sponsor
2018-003115-21,No,No,Sponsor
EC29,No,No,Sponsor
2021/117,No,No,Sponsor
HS-10502-101,No,No,Sponsor
Health consortium maresme,No,No,Principal Investigator
STUDY00023183,No,No,Principal Investigator
201903142,No,No,Sponsor
DCC-2036-01-003,Yes,No,Sponsor
E-19-3943,No,No,Principal Investigator
CASE6118,No,No,Sponsor
MCART-006,No,No,Principal Investigator
ONC-392-001,Yes,No,Sponsor
PRO1184-001,Yes,No,Sponsor
2021-04840,No,No,Sponsor
BPI-2358-105 phase 3,Yes,No,Sponsor
HCC 20-064,No,No,Principal Investigator
E-19-773,No,No,Sponsor
STUDY00003387,No,No,Principal Investigator
SBT6050-201,Yes,No,Sponsor
MCART-002,No,No,Principal Investigator
ARRAY-818-103,Yes,No,Sponsor
Niraparib-5001,No,No,Sponsor
LINDA,No,No,Sponsor
MC210302,Yes,No,Sponsor
QSPainRelief-patientCNS,No,No,Sponsor
CARTIER,No,No,Sponsor
The Swedish DIRECT study,No,No,Principal Investigator
CKAF156A2104,No,No,Sponsor
B3271007,Yes,No,Sponsor
Elasto Trial,No,No,Sponsor
Soh-Med-22-09-01,No,No,Principal Investigator
N201810002,No,No,Sponsor
MastoVit150,No,No,Sponsor-Investigator
OCOG-2021-ELISA,No,No,Sponsor
CASE1219,No,No,Sponsor
CHIRCOLREC-IPC 2018-017,No,No,Sponsor
RELI/19/Der-Rdt/001,No,No,Sponsor
GS-US-467-5643,Yes,No,Sponsor
PRO00031416,No,No,Principal Investigator
7635,Yes,No,Principal Investigator
VAC for HPV,No,No,Principal Investigator
ONCB-006-19F,Yes,No,Sponsor
70781,Yes,No,Sponsor-Investigator
1407426,No,No,Sponsor
PRS-343-PCS_08_18,Yes,No,Sponsor
NL72939.078.20,No,No,Principal Investigator
HCI105691,No,No,Sponsor
49/20 b,No,No,Principal Investigator
AP2007-50104,No,No,Principal Investigator
PRO00032593,No,No,Principal Investigator
H00020209,Yes,No,Principal Investigator
ROR2103,No,No,Sponsor
BG01-2002,No,No,Sponsor
Rhomboid,No,No,Principal Investigator
KY-2021-012,No,No,Principal Investigator
49/20,No,No,Principal Investigator
GC101 TIL-ST-01,No,No,Sponsor
IM014-032,Yes,No,Sponsor
CEEGOG EX-02,No,No,Principal Investigator
93 /1801/2021,No,No,Sponsor-Investigator
2020-3627-1407,No,No,Principal Investigator
OTH267,No,No,Sponsor
Pro00054854,No,No,Sponsor
MF 22-02,No,No,Principal Investigator
2019-0989,No,No,Sponsor-Investigator
UCSD IIT 150729,Yes,No,Sponsor-Investigator
P.T.REC/012/003464,No,No,Principal Investigator
GCT1047-01,Yes,No,Sponsor
