ID,title,actual_duration,status,study_type,observational_study_model,target_duration,sampling_method,fda_regulated_drug,fda_regulated_device,enrollment_count
SCBCG-021,A Prospective Observational Study About Adjuvant or Neoadjuvant Chemotherapy Related Adverse Effects in Premenopausal Breast Cancer Patients,5.002739726027397,Not yet recruiting,Observational,Cohort,,Probability Sample,No,No,2000
CLIN-52014-452,Study of Quality of Life and Hormone Levels in Premenopausal Participants With Early Breast Cancer Receiving Triptorelin Plus Additional Cancer Treatment,2.1424657534246574,Recruiting,Observational,Cohort,,Probability Sample,No,No,419
201805027RSA,East Asian Breast Cancer Genome Atlas and Recurrence Risk Prediction,9.70958904109589,Recruiting,Observational,Case-Only,,Probability Sample,No,No,2000
KY2022-097-B,CDK4/6 Inhibitors in Patients With Hormone Receptor-positive Advanced Breast Cancer,5.7534246575342465,Not yet recruiting,Observational,Cohort,,Non-Probability Sample,Yes,No,172
Radiodermatitistalita60,The Use of Photobiomodulation in the Management of Radiodermatitis in Breast Cancer Patients,1.7506849315068493,Not yet recruiting,Observational,Case-Only,,Non-Probability Sample,No,No,60
MEDOPP367,Real-World Data of Clinicopathological Characteristics and Management of Breast Cancer Patients According to HER2 Status,2.0164383561643837,Recruiting,Observational,Cohort,,Probability Sample,No,No,30000
YXH2022ZX02167,Neoadjuvant Effect of Albumin Binding Paclitaxel Compared With Common Paclitaxel in Breast Cancer：an Observational Single Center Study of Clinical Efficacy in Adjuvant Chemotherapy,2.6164383561643834,Recruiting,Observational,Case-Control,,Non-Probability Sample,Yes,No,112
21-06023682,"De-convoluting Interactions Between Genes, the Cancer Environment, and the Immune System to Develop Therapies That Work for You",6.972602739726027,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,400
PUMCH-BC500,Evaluation of Prognostic Monitoring for Women Who Have Completed Standard Treatment for Breast Cancer,5.854794520547945,Recruiting,Observational,Cohort,3 Months,Non-Probability Sample,No,No,200
S2020-300-01,Sonazoid Contrast-enhanced Ultrasound in Assessing Effectiveness of Neoadjuvant Chemotherapy in Breast Cancer Patients.,1.3342465753424657,Unknown status,Observational,Other,,Probability Sample,No,No,1012
99mTc-DARPinG3,99mTc-DARPinG3-based HER2 Expression Molecular Imaging in HER2-positive Breast Cancer During Chemo+Targeted Therapy,0.7534246575342466,Completed,Observational,Cohort,,Non-Probability Sample,No,No,15
Soh-Med-22-05-24,Dosimetric Comparison of Three Radiation Techniques for Hypofractionated Whole Breast Radiotherapy in Early Breast Cancer,3.0356164383561643,Not yet recruiting,Observational,Other,,Probability Sample,No,No,30
SYSEC-KY-KS-2019-054-001,Deep Learning Algorithms for Prediction of Lymph Node Metastasis and Prognosis in Breast Cancer MRI Radiomics (RBC-01),5.602739726027397,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,1500
RTM 2015,Microwave Radiometry for the Diagnosis and Monitoring of Breast Cancer,0.4191780821917808,Withdrawn,Observational,Cohort,,Non-Probability Sample,No,No,0
Breast-Chi-2022,Outcome of Tucidinostat-Based Therapy in HR+ Metastatic Breast Cancer Patients Previously Treated With CDK4/6 Inhibitor,3.063013698630137,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,50
CTFSp161,Personalised Disease Monitoring in Metastatic Breast Cancer,10.742465753424657,Recruiting,Observational,Other,,Non-Probability Sample,No,No,100
US-MAM,The Diagnosis and Prognosis of Nonpalpable Breast Cancer Detected by the US vs Mammography: a Clinical Noninferiority Trial.,2.9972602739726026,Recruiting,Observational,Cohort,,Probability Sample,No,Yes,1277
P0268,Prospective Validation of 3D Dose Metrics as Selection Criteria for Adaptive Radiotherapy in Breast Cancer Patients,0.6328767123287671,Completed,Observational,Cohort,,Non-Probability Sample,No,No,46
PUMCH-BC503,Evaluation of Prognostic Monitoring for Young Breast Cancer Patients,5.854794520547945,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,200
TIPN in China,Taxane Induced Peripheral Neuropathy in Chinese Patients With Breast Cancer,1.2767123287671234,Unknown status,Observational,Case-Control,,Non-Probability Sample,No,No,500
ShandongCHI-08,Potential of Circulating Tumor DNA to Assess the Tumor Response to Neoadjuvant Chemotherapy in Breast Cancer Patients,1.0000000000000002,Unknown status,Observational,Cohort,5 Years,Non-Probability Sample,No,No,60
AI-BMRI-S,Artificial Intelligence Analysis for Magnetic Resonance Imaging in Screening and Diagnosis of Breast Cancer,3.589041095890411,Recruiting,Observational,Cohort,6 Months,Non-Probability Sample,No,No,5000
JTU-6H-20211230001,Effect of the Axillary Lymphatic /Vein Reflux Ratio on Postoperative Upper Limb Edema and Dysfunction in Breast Cancer,2.249315068493151,Recruiting,Observational,Cohort,1 Year,Probability Sample,No,No,288
SHEPHERD-2021-2,Lesion Composition and Quantitative Imaging Analysis on Breast Cancer Diagnosis,3.9178082191780828,Recruiting,Observational,Case-Only,,Non-Probability Sample,No,No,600
A5481168,Outcomes Among Patients in Brazil Receiving Palbociclib Combinations for HR+/HER2- MBC,0.4958904109589042,Recruiting,Observational,Cohort,,Non-Probability Sample,,,300
05022020,FALSE POSITIVE FINDINGS IN BREAST CANCER TOMOSYNTHESIS,1.0000000000000002,Completed,Observational,Case-Only,,Non-Probability Sample,No,No,4500
2021C0102,"Remote Assessment of Cognition, Insulin Resistance and Omega-3 Fatty Acid Biomarkers in Breast Cancer Survivors",1.2,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,80
CTO-IUSCCC-0758,Breast Cancer BRCA1 Carriers: a Pilot Study,3.1671232876712327,Withdrawn,Observational,Case-Crossover,,Non-Probability Sample,Yes,No,0
SELEBREC,Selenoproteins as Prognostic Markers and Therapeutic Targets in Breast Cancer.,3.506849315068493,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,300
NOGGO B3,Reaching for Evidence-baSed Chemotherapy Use in Endocrine Sensitive Breast Cancer,14.219178082191782,"Active, not recruiting",Observational,Case-Only,10 Years,Non-Probability Sample,No,No,1191
AI-Breast-US,"Using Deep Learning Methods to Analyze Automated Breast Ultrasound and Hand-held Ultrasound Images, to Establish a Diagnosis, Therapy Assessment and Prognosis Prediction Model of Breast Cancer.",4.586301369863014,Recruiting,Observational,Other,,Probability Sample,No,Yes,10000
18-195,Screening For BCRL In Targeted Therapy For Breast Cancer,7.802739726027398,Recruiting,Observational,Cohort,,Probability Sample,No,No,142
2021-0532,Circulating Tumor DNA Monitoring in Breast Cancer Undergoing Neoadjuvant Therapy,3.9178082191780828,Recruiting,Observational,Cohort,,Probability Sample,No,No,100
Version 1.0_16.08.2021,TAD in Primary Breast Cancer With Initially ≥ 3 Suspicious Lymph Nodes,9.991780821917809,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,150
82071993,Assessment of Brain Cognitive Impairment in Breast Cancer,5.0,Recruiting,Observational,Cohort,,Probability Sample,No,No,90
2019-A02397-50,Comparison of Changes in the Quality of Life of Patients Operated on Breast Cancer at the Drôme Ardèche Breast Institute According to Access to Supportive Oncological Care (IDSein),2.495890410958904,Recruiting,Observational,Case-Control,,Non-Probability Sample,No,No,310
YBCSG-22-08,Incidence and Prognostic Significance of HER-2 Status Discordance Between Primary Breast Cancer and Paired Recurrent/Metastatic Lesions,1.4136986301369863,Completed,Observational,Cohort,,Probability Sample,No,No,1299
RSINETE,RWS of Inetetamab HER2 Positive Advanced Breast Cancer,0.4191780821917808,Not yet recruiting,Observational,Cohort,,Non-Probability Sample,No,No,100
SIESTA_01,Pilot Study to Evaluate Sleep Quality in Prostate Cancer Patients Undergoing Treatment With Hormonal Therapeutic Approaches and in Patients With Full-resected Early Breast Cancer,5.271232876712329,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,60
18-240,"Assessment of Sensory Gating, Attention, and Executive Control in Breast Cancer",4.96986301369863,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,300
2022/0035983,The Unmet Needs and the Workplace Reintegration of Breast Cancer Patients: the NEW-BreCa Project,1.9808219178082194,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,115
38406,Exercise and Cognitive (Brain) Function in Breast Cancer Patients Getting Chemotherapy After Breast Surgery,3.3835616438356166,Recruiting,Observational,Cohort,3 Months,Probability Sample,No,No,50
2020/134,Analgesic Efficacy of Erector Spinae Plane Block After Breast Cancer Surgery,2.504109589041096,Completed,Observational,Cohort,,Probability Sample,No,No,40
IEO 0834/,CDH1 Germline Mutations in Lobular Breast Cancer,4.580821917808219,"Active, not recruiting",Observational,Cohort,,Non-Probability Sample,No,No,421
D8664R00002,Zoladex® 10.8 BC RWS,2.1452054794520548,Recruiting,Observational,Case-Control,,Probability Sample,No,No,1000
CHD049-17,Pilot Study Describing the Early Evolution of the Sexual Function of Patients Receiving Adjuvant Hormone Therapy for Breast Cancer,2.232876712328767,Unknown status,Observational,Cohort,,Non-Probability Sample,No,No,50
270-2018,Using Clinicopathomic Markers to Predict Neoadjuvant Chemotherapy Response in Breast Cancer,6.005479452054795,"Active, not recruiting",Observational,Cohort,,Probability Sample,No,No,800
soh-Med-21-10-17,Adjuvant Whole Breast Irradiation in Five Fractions Versus Fifteen Fractions in Early Breast Cancer,2.334246575342466,Recruiting,Observational,Case-Control,,Probability Sample,No,No,50
HR-BLTN-016,Real World Study of Pyrotinib in Human Epidermal Growth Factor Receptor-2 (HER2) Positive Breast Cancer,3.7150684931506848,Recruiting,Observational,Cohort,2 Years,Non-Probability Sample,No,No,3000
KSVGH20-CT7-26,Influence of Co-Vid 19 Pandemic on Screening Mammography Single Institution,0.9123287671232877,Unknown status,Observational,Cohort,,Probability Sample,No,No,600
D9673R00005,Study to Describe the Real-world Treatment Patterns and Associated Outcomes in Patients With HER2-positive Unresectable or Metastatic Breast Cancer,1.4657534246575343,Completed,Observational,Other,,Non-Probability Sample,No,No,763
FDRT-BC015,The Association Between Radiation Dermatitis and Skin Microbiome in Breast Cancer Patients,6.0,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,100
Shengjing-LJY03,CTC Changes and Efficacy of Neoadjuvant Chemotherapy for Triple-negative Breast Cancer,4.835616438356165,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,200
REaCT-Algorithm,Evaluating Whether Integration of Prognostic and Predictive Algorithms Into Routine Clinical Practice Effect Whether Oncologists Order Multigene Assays in Patients With Early Stage Breast Cancer,2.2,Completed,Observational,Cohort,,Non-Probability Sample,No,No,602
A5481159,Comparative Real World Tumor Response in Pre-menopausal Metastatic Breast Cancer Patients Treated With Palbociclib + Aromatase Inhibitor or Aromatase Inhibitor Alone,0.8082191780821918,Completed,Observational,Cohort,,Probability Sample,,,197
SunYatsenU2H-LQ5,Efficacy and Safety of Leuprorelin 3M in Premenopausal Women With Hormone Receptor-positive Breast Cancer,2.336986301369863,Not yet recruiting,Observational,Cohort,,Non-Probability Sample,Yes,No,120
2021-SR-592,Anlotinib Combined With Chemotherapy for the Treatment of HER2 Negative Advanced Breast Cancer,3.3835616438356166,Not yet recruiting,Observational,Cohort,,Non-Probability Sample,No,No,315
PR351/20,TAD After Chemotherapy in Locally Advanced Breast Cancer,3.0,Recruiting,Observational,Cohort,3 Years,Probability Sample,No,No,162
IEO 1730,LobularCard Trial: Searching for Novel Germline Mutations in Lobular Breast Cancer Patients,5.002739726027397,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,800
GIM23-POSTER,Prospective Observational Study of Adjuvant Hormone Treatment in Estrogen-receptor Positive Premenopausal Early Breast Cancer Patients,12.778082191780822,"Active, not recruiting",Observational,Cohort,,Non-Probability Sample,No,No,600
15.03.2023,Abemaciclib for the Treatment of Luminal Metastatic breAst caNcer in the Real-life Clinical pracTice in Russia.,0.6684931506849315,Completed,Observational,Cohort,,Probability Sample,Yes,No,136
0000012,"Study of ABCB1,SLC22A16 Drug Transporter Genes and Doxorubicin and Cyclophosphamide Toxicity in Brest Cancer Patient",0.16986301369863013,Unknown status,Observational,Cohort,,Non-Probability Sample,Yes,No,100
2017-A03413-50,Metastatic Breast Carcinoma and Women Sexual Quality of Life,0.06301369863013699,Completed,Observational,Cohort,,Non-Probability Sample,No,No,30
2021-0491,Neutrophil Extracellular Traps Formation in Breast Cancer Patients Taking Tamoxifen,2.082191780821918,Recruiting,Observational,Case-Control,,Non-Probability Sample,No,No,280
2021-A02007-34,"Safety, Effectiveness and Quality of Life of Trastuzumab Deruxtecan in Patients With HER2+ Breast Cancer",2.547945205479452,"Active, not recruiting",Observational,Cohort,2 Years,Probability Sample,No,No,300
GIM26-TRASTHER,Observational Study of Effectiveness and Safety of Trastuzumab Emtansine (T-DM1) in HER2-positive Breast Cancer Patients With Residual Invasive Disease Following Neoadjuvant Chemotherapy and Anti-HER2 Target Therapy,3.767123287671233,Recruiting,Observational,Other,,Non-Probability Sample,No,No,300
NCR191600,Bisphenol and Phthalate Exposures in Triple Negative Breast Cancer,0.915068493150685,Withdrawn,Observational,Cohort,,Non-Probability Sample,No,No,0
214-2018,Radiomic Markers for Breast Cancer Metastasis and Treatment Response Using MRI,2.254794520547945,Completed,Observational,Cohort,5 Years,Probability Sample,No,No,100
BAC,Satisfaction Survey for the Outpatient Unit Dedicated to Post-cancer Treatment,0.6328767123287671,Completed,Observational,Cohort,,Non-Probability Sample,No,No,163
A5481123,RW Treatment Patterns and Outcomes in Postmenopausal HR+/HER2- mBC Patients Treated With Palbociclib Plus Letrozole as Initial Endocrine Therapy at Community Oncology Practices in the U.S.,0.4684931506849315,Completed,Observational,Cohort,,Non-Probability Sample,,,195
EH20-251,Advanced Diffusion Tensor MRI for Breast Cancer,2.9945205479452053,Recruiting,Observational,Other,,Non-Probability Sample,No,Yes,120
A5481095,TREATMENT AND MONITORING PATTERNS AND CLINICAL OUTCOMES IN PATIENTS RECEIVING PALBOCICLIB COMBINATION TREATMENT (WITH AI OR FULVESTRANT) FOR HR+/HER2- A/MBC IN A COMMUNITY ONCOLOGY SETTING.,0.33424657534246577,Completed,Observational,Cohort,,Non-Probability Sample,,,1
Bioscore in breast cancer,Prognostic Significance of Bioscore in Nonmetastatic Breast Cancer,2.791780821917808,Completed,Observational,Cohort,,Non-Probability Sample,No,No,317
275142,An EORTC Study Updating the QLQ-BR23 to BR45,2.1616438356164385,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,25
2022-A01192-41,SexoMBC2 Non Interventional Study,0.4876712328767124,Recruiting,Observational,Other,6 Months,Non-Probability Sample,No,No,80
Cardiotoxicity study,Risk Assessment Model of Trastuzumab-related Cardiotoxicity in Breast Cancer Patients,0.9753424657534248,Unknown status,Observational,Case-Control,,Non-Probability Sample,No,No,240
2023-YBSF-480,A Predictive Model for Breast Cancer,1.6712328767123288,Not yet recruiting,Observational,Case-Control,,Non-Probability Sample,No,No,100
KN026-205,Study of KN026 in Combination With Palbociclib and Fulvestrant in Patients With Advanced Breast Cancer,2.6027397260273974,Recruiting,Observational,Cohort,,Non-Probability Sample,Yes,No,36
