ID,Title,Start_Date,Completion_Date,Actual_Duration,Status,Study_Type
2020_61,Study of the Sexual Health of Patients Treated for Breast Cancer and Followed up in the Observatory of Fertility at Jeanne de Flandre Hospital.,2021-07-13,2025-07-01,1449 days,Recruiting,Observational
ONAWA (SOLTI-1802),Onapristone as Preoperative Treatment for Postmenopausal Women With Hormone Receptor + and HER2- Breast Cancer,2020-11-06,2021-04-30,175 days,Completed,Interventional
1,Hypofractionated Radiotherapy in Breast Cancer Patients With Prosthetic Reconstruction,2022-06-27,2029-05-01,2500 days,Recruiting,Interventional
STUDY00010776,REJOIN Trial for Older Breast Cancer Survivors,2021-06-15,2023-12-01,899 days,Recruiting,Interventional
CASE13119,Study to Investigate Efficacy of a Novel Probiotic on the Bacteriome and Mycobiome of Breast Cancer,2023-04-01,2024-12-01,610 days,Not yet recruiting,Interventional
ZX-2021-FES-ESTROTIMP-4,Impact of 18F-FES PET on the Therapeutic Treatment of Patients With Metastatic Breast Cancer,2022-02-08,2025-06-01,1209 days,Recruiting,Interventional
2017-0499,"Radiation Therapy and M7824 in Treating Patients With Metastatic Hormone Receptor Positive, HER2 Negative Breast Cancer",2018-04-30,2022-02-10,1382 days,Completed,Interventional
IIT-UM2018001,Study of Pembrolizumab in Metastatic HER2-negative Breast Cancer Patients With APOBEC3B Mutation,2020-07-03,2023-12-01,1246 days,Recruiting,Interventional
Shengjing_002,Palbociclib Combined With an Aromatase Inhibitor in Breast Cancer,2019-09-01,2022-09-30,1125 days,Recruiting,Interventional
UPCC 17120,Telehealth Weight Loss Program for Breast Cancer Survivors,2021-07-19,2023-12-01,865 days,"Active, not recruiting",Interventional
IRB-57723,Serial Circulating Tumor DNA (ctDNA) Monitoring During Adjuvant Capecitabine in Early Triple-negative Breast Cancer,2021-02-03,2026-02-01,1824 days,Recruiting,Interventional
D8530C00006,"A Phase 1 Study of AZD9833 in Japanese Women With ER Positive, HER2 Negative Advanced Breast Cancer",2020-09-29,2023-12-29,1186 days,"Active, not recruiting",Interventional
3764,Stereotactic Body Radiotherapy for Patients With Breast Cancer Oligometastasis,2018-01-01,2021-04-01,1186 days,Unknown status,Interventional
115858,SIGNAL During a COVID-19 Pandemic,2020-05-01,2022-11-01,914 days,Withdrawn,Interventional
CCH-IRB-190414-R,Robotic Versus Conventional or Endoscopic Nipple Sparing Mastectomy for Breast Cancer,2019-08-22,2021-12-31,862 days,Unknown status,Interventional
UCCS20110,Development of a Personalized Discussion Prioritization Tool for Older Adults Considering Adjuvant Chemotherapy for Breast Cancer,2021-07-28,2023-07-01,703 days,"Active, not recruiting",Interventional
Shengjing-LJY04,Circulating Tumor Cell Detection in Patients With Luminal A Breast Cancer,2019-10-01,2029-09-30,3652 days,Recruiting,Observational
2019-004559-35,Omission of Surgery and Sentinel Lymph Node Dissection in Clinically Low-risk HER2positive Breast Cancer With High HER2 Addiction and a Complete Response Following Standard Anti- HER2-based Neoadjuvant Therapy (ELPIS Trial),2020-06-15,2027-07-15,2586 days,Not yet recruiting,Interventional
GEICAM/2017-04,Unraveling KAdcyla Resistance In Human Epidermal Growth Factor Receptor 2(HER2) Positive Advanced Breast Cancer (KATIA),2018-06-12,2022-06-21,1470 days,Completed,Observational
KARMA Kontrast,KARMA Kontrast - a Controlled Trial Evaluating Contrast Enhanced Mammography in Early Detection of Breast Cancer,2020-11-09,2022-05-31,568 days,Unknown status,Interventional
ACE-Breast-03,"ARX788 in HER2-positive, Metastatic Breast Cancer Subjects (ACE-Breast-03)",2021-04-05,2025-12-01,1701 days,"Active, not recruiting",Interventional
BREAST,BRaziLian outcomE for metAStatic breasT Cancer,2021-09-13,2024-12-31,1205 days,Recruiting,Observational
FMBSUREC/10102021/Rabie,"Study of the Therapeutic Effect of Atorvastatin on the Clinical Outcomes in HER2 Negative Breast Cancer Patients""",2021-10-30,2024-12-30,1157 days,Recruiting,Interventional
1808-42,Survey Study: Financial Impact of Breast Cancer Treatment,2018-09-04,2024-11-30,2279 days,"Active, not recruiting",Observational
2020-535,Targeted Resection of Axillary Metastatic Lymph Nodes After Breast Cancer Neoadjuvant Chemotherapy,2020-11-15,2025-07-15,1703 days,Recruiting,Interventional
RP-20-013,Metformin Use to Reduce Disparities in Newly Diagnosed Breast Cancer,2022-10-01,2025-07-01,1004 days,Withdrawn,Interventional
EF141,Trial to Compare the Efficacy and Safety of Pegfilgrastim Biosimilar in Subjects With High Risk Stage Breast Cancer Receiving Chemotherapy,2018-01-01,2019-10-01,638 days,Withdrawn,Interventional
STUDY00001225,The Breast Cancer Survivors and Partners Online Research Together (SUPORT) Project,2023-03-20,2027-06-01,1534 days,Recruiting,Interventional
CCR5119,KORTUC Phase II - Intra-tumoural Radiation Sensitizer in Patients With Locally Advanced/Recurrent Breast Cancer,2020-06-16,2026-12-31,2389 days,Recruiting,Interventional
3475-756,"Study of Pembrolizumab (MK-3475) Versus Placebo in Combination With Neoadjuvant Chemotherapy & Adjuvant Endocrine Therapy in the Treatment of Early-Stage Estrogen Receptor-Positive, Human Epidermal Growth Factor Receptor 2-Negative (ER+/HER2-) Breast Cancer (MK-3475-756/KEYNOTE-756)",2018-12-27,2031-01-24,4411 days,"Active, not recruiting",Interventional
21-271,Study of Cardiopulmonary Exercise Testing in Women Who Have HER2-Positive Breast Cancer With Mild Cardiotoxicity,2021-08-27,2023-08-27,730 days,Recruiting,Observational
STUDY2019000317,Registry for Intra-Operative Radiotherapy During Breast Conserving Surgery in Patients With Early Stage Breast Cancer,2018-10-03,2028-10-03,3653 days,Recruiting,Observational
FirstHCMU_CB_001,Effect of Endocrine Therapy Duration on Clinical Outcome of Patients With HR+ Intraductal Carcinoma of the Breast,2020-07-01,2021-01-15,198 days,Unknown status,Observational
2022-0055,A Study for the Neoadjuvant Treatment of Breast Cancer,2022-07-10,2027-12-20,1989 days,Recruiting,Interventional
WEFITTER,Wearable Enhanced Fitness Tracking for Metastatic Breast Cancer Patients Using Endocrine Treatment and Palbociclib,2022-04-22,2023-04-01,344 days,Recruiting,Interventional
A5481178,A Real-life Study to Learn About the Use and Effects of the CDK4/6 Inhibitors in Canadian Patients With Breast Cancer.,2022-10-12,2023-02-28,139 days,Completed,Observational
ARO-2015-1,Metastases-directed Radiotherapy in Addition to Standard Systemic Therapy in Patients With Oligometastatic Breast Cancer,2021-03-05,2025-06-30,1578 days,Recruiting,Interventional
HNCH-MBC11,Utidelone Combined With Bevacizumab in the Treatment of ≥ 2 Lines of HER-2 Negative Advanced Breast Cancer,2022-06-01,2024-12-30,943 days,Not yet recruiting,Interventional
SOLTI-1507,Ipatasertib + Pertuzumab +Trastuzumab in Advanced HER2+ PI3KCA-mutant Breast Cancer Patients,2020-02-25,2025-08-25,2008 days,Recruiting,Interventional
DKFZ-2019-008,Genomics Guided Targeted Post-neoadjuvant Therapy in Patients With Early Breast Cancer (COGNITION-GUIDE),2023-05-01,2029-12-01,2406 days,Not yet recruiting,Interventional
20170328,Low-dose Apatinib Combined With Neoadjuvant Chemotherapy in the Treatment of Early Triple Negative Breast Cancer,2018-08-01,2021-12-31,1248 days,Completed,Interventional
SHPD005,Combination Neoadjuvant Chemotherapy With or Without Apatinib for HER2 Negative Breast Cancer,2018-10-16,2023-04-16,1643 days,Recruiting,Interventional
dAGEs,"Dietary Advanced Glycation End Products, Inflammation and Oxidative Stress in Breast Cancer Patients",2020-03-03,2023-06-30,1214 days,Recruiting,Observational
20-124,YES Study - Newly Diagnosed/Metastatic Intervention,2020-09-16,2028-03-01,2723 days,Recruiting,Interventional
LaPemERLA,Phase II Lenvatinib and Pembrolizumab in Endocrine Resistant Breast Cancer With Letrozole,2023-02-15,2026-12-31,1415 days,Recruiting,Interventional
NIR-THERMA-02,A Prospective Study to Evaluate Clinical Performance of Thermalytix in Detecting Breast Cancers,2018-12-15,2020-01-30,411 days,Completed,Observational
E7389-M082-602,A Study to Investigate the Efficacy and Safety of Eribulin in Korean Breast Cancer Participants,2018-01-25,2018-06-30,156 days,Completed,Observational
Pro00020138,Olaparib in Combination With Vorinostat in Patients With Relapsed/Refractory and/or Metastatic Breast Cancer,2019-06-11,2024-09-01,1909 days,Recruiting,Interventional
18-394,DAPHNe: Paclitaxel/Trastuzumab/Pertuzumab in HER2-Positive BC,2018-11-05,2030-09-01,4318 days,"Active, not recruiting",Interventional
2019SABE028,The Effect of Early Rehabilitation After Breast Cancer Surgery on Physical and Psychosocial Functions,2020-07-01,2021-12-01,518 days,Recruiting,Interventional
IIBSP-PRO-2021-10,Prehabilitation for Breast Cancer Surgery,2021-11-01,2023-11-01,730 days,Recruiting,Interventional
SYSUCC-015,Moxifloxacin in Adjuvant Treatment of Patients With Operable Breast Cancer,2021-11-11,2028-12-01,2577 days,Recruiting,Interventional
REO 026-1,Pelareorep and Paclitaxel Injection in Chinese Patients With Advanced or Metastatic Breast Cancer,2021-10-11,2023-07-01,628 days,"Active, not recruiting",Interventional
STUDY00001233,Novel Thermal Imaging Technique for Breast Screening,2022-11-15,2025-12-31,1142 days,Recruiting,Observational
2019.429,Effectiveness of Character Strengths-based Intervention Among Breast Cancer Patients,2020-05-04,2020-12-20,230 days,Completed,Interventional
CP7-005,A Study Comparing Immunopheresis® Alone or In Combination With Chemotherapy Versus Chemotherapy Alone in Treatment of Advanced Breast Cancer Patients,2019-05-31,2023-07-31,1522 days,Recruiting,Interventional
LY2023-054-B,RC48-ADC in HER2-low Advanced Breast Cancer,2023-04-01,2026-08-01,1218 days,Not yet recruiting,Interventional
INCASE0518,Artificial Intelligence vs Physicians for Breast Cancer Patients Information,2018-11-01,2019-01-20,80 days,Completed,Observational
2021/193780(REK),Neoadjuvant Treatment of Locally-advanced Breast Cancer Patients With Ribociclib and Letrozole,2022-12-01,2024-12-01,731 days,Recruiting,Interventional
123123,Eurythmy Therapy (ERYT) as a Treatment Option for Fatigue in Metastatic Breast Cancer Patients,2020-03-10,2024-11-30,1726 days,Recruiting,Interventional
JTU-6H-20211011001,Effect of ALND With Vein Branches Reservation on Postoperative Upper Limb Edema and Dysfunction in Breast Cancer,2021-12-01,2024-03-01,821 days,Recruiting,Interventional
INST 1607,Monitoring Response to Neoadjuvant Chemotherapy in HER2 Negative Breast Cancer Using High-speed MR Spectroscopic Imaging,2018-04-16,2024-12-31,2451 days,Recruiting,Observational
CIMS-4FMFES-2021-3966,4FMFES-PET Imaging of ER+ Advanced Breast Cancers,2020-11-01,2023-12-31,1155 days,Recruiting,Interventional
SOLTI-1718,Targeting EGFR/ERBB2 With Neratinib in Hormone Receptor (HR)-Positive/HER2-negative HER2-enriched Advanced/Metastatic Breast Cancer,2020-07-23,2021-11-29,494 days,Terminated,Interventional
Yunwei Wei 2019-09-13,Intestinal Microbiota of Breast Cancer Patients Undergoing Chemotherapy,2019-09-12,2020-10-15,399 days,Unknown status,Observational
HLX11-BC301,A Study to Evaluate the Efficacy and Safety of HLX11 vs. EU-Perjeta® in the Neoadjuvant Therapy of HER2-Positive and HR-Negative Early-stage or Locally Advanced Breast Cancer,2022-04-25,2025-12-30,1345 days,Recruiting,Interventional
Zoledronic Acid In Breast Ca,Delayed Versus Immediate Use Of Zoledronic Acid For Postmenopausal Patients With Early Breast Cancer Who Are Using Adjuvant Letrozole,2021-09-30,2023-09-30,730 days,Recruiting,Interventional
Tacrolimus_2020,Tacrolimus as Treatment of Breast Cancer-Related Lymphedema,2020-09-22,2022-01-06,471 days,Completed,Interventional
6788,Breast MRI for Neaodjuvant Chemotherapy Response Prediction and Evaluation in Breast Cancer,2018-01-01,2019-01-01,365 days,Unknown status,Observational
KSRAD001,Using AI to Select Women for Supplemental MRI in Breast Cancer Screening,2021-04-01,2025-07-01,1552 days,Recruiting,Interventional
Stage 2 compression therapy,Adjustable Compression Wrap Versus Compression Sleeve to Control Breast Cancer-related Lymphedema,2021-06-01,2022-12-31,578 days,Not yet recruiting,Interventional
CASE5120,Assessing the Benefit of Art & Music Therapy on Quality of Life in Patients With Breast Cancer,2020-12-28,2023-12-01,1068 days,Recruiting,Interventional
PROICM 2020-07 VIS,Professional Life After Breast Cancer: Feasibility of a Coaching Program for an Adapted Return to Work,2021-09-13,2023-05-01,595 days,Recruiting,Interventional
CL1-81694-003,S 81694 Plus Paclitaxel in Metastatic Breast Cancer,2018-01-04,2020-06-08,886 days,Completed,Interventional
Shengjing-LCG005,Albumin-bound Paclitaxel and Carboplatin Versus Epirubicin and Docetaxel for Triple-negative Breast Cancer,2021-07-19,2026-11-30,1960 days,Recruiting,Interventional
2020.KB.SAG.069,The Effect of Mobile Lymphedema Self-Care Support Program on Self-Care in Women With Breast Cancer-related Lymphedema,2021-09-01,2021-12-01,91 days,Recruiting,Interventional
NCC1824,Dynamic Monitoring of HER2 and ctDNA Specific Mutations in Patients With Recurrent or Metastatic Breast Cancer by Digital PCR,2018-09-17,2021-06-01,988 days,Unknown status,Observational
INNOVBC,A Guided Internet-delivered Individually-tailored ACT-influenced CBT Intervention to Improve Psychosocial Outcomes in Breast Cancer,2018-02-01,2019-12-01,668 days,Unknown status,Interventional
R20-003,Neuroinflammation and Age-associated Brain Pathology: Two Potential Mechanisms of Cognitive Impairment in Breast Cancer,2023-06-01,2025-07-01,761 days,Recruiting,Interventional
MedOPP319,CB-103 Plus NSAI In Luminal Advanced Breast Cancer,2021-05-06,2023-05-01,725 days,"Active, not recruiting",Interventional
WO39391,A Study Comparing Atezolizumab (Anti PD-L1 Antibody) In Combination With Adjuvant Anthracycline/Taxane-Based Chemotherapy Versus Chemotherapy Alone In Patients With Operable Triple-Negative Breast Cancer,2018-08-02,2025-08-24,2579 days,"Active, not recruiting",Interventional
NCC1867,The Psychology of Chinese Breast Cancer Patients,2019-04-25,2021-12-31,981 days,Enrolling by invitation,Observational
20-157,Pre-op Pembro + Radiation Therapy in Breast Cancer (P-RAD),2020-12-16,2023-12-01,1080 days,Recruiting,Interventional
2-102-21,Towards Early Detection of Breast Cancer in High Risk Population,2022-03-01,2024-05-01,792 days,Not yet recruiting,Observational
HunanCH-BC-001,Real-world Study of Pyrotinib in Neoadjuvant Therapy for HER2-positive Breast Cancer,2022-10-01,2025-10-01,1096 days,Not yet recruiting,Observational
2021.693,mHealth Usage Among Nigeria Women Diagnosed With Breast Cancer Receiving Chemotherapy,2022-09-01,2023-12-01,456 days,Recruiting,Interventional
GENEXAN,GENe EXpression After Regional or General ANesthesia in Patients Undergoing Breast Cancer Surgery,2021-03-01,2022-03-01,365 days,Unknown status,Interventional
HSC20160245H,Improving Adherence to EHT Among Breast Cancer Patients,2021-05-03,2025-06-01,1490 days,"Active, not recruiting",Interventional
GRO-06-001,ABUS for Early-stage Breast Cancer,2019-08-15,2022-08-15,1096 days,Unknown status,Interventional
Neveen,"Demographic , Clinicopathological Characteristics and Survival of Breast Cancer",2021-04-01,2024-12-31,1370 days,Not yet recruiting,Observational
Melody_002,"Melody®, a Lab Developed Test for Breast Cancer for Women With Dense Breast Tissue",2021-10-01,2024-10-01,1096 days,Recruiting,Observational
REC-H-PHBSU-21010,Evaluating Tocilizumab for Sever COVID-19 Infection in Breast Cancer vs. Non Cancer Pateints,2021-04-26,2022-08-26,487 days,Completed,Interventional
YOUNGBC-22,"Dalpiciclib, Fulvestrant, Trastuzumab and Pertuzumab in HR Positive, HER2 Positive Metastatic Breast Cancer",2022-09-01,2024-01-01,487 days,"Active, not recruiting",Interventional
16D.674,Prospective Breast Cancer Biospecimen Collection,2018-05-10,2021-01-22,988 days,Unknown status,Interventional
SMC- 5725-18,The Breast Cancer Personalized Nutrition Study,2019-07-17,2025-12-01,2329 days,Recruiting,Interventional
2000025837,Autologous Tumor Infiltrating Lymphocytes in Patients With Pretreated Metastatic Triple Negative Breast Cancer,2019-12-23,2023-07-01,1286 days,"Active, not recruiting",Interventional
DS8201-A-U305,A Study of Trastuzumab Deruxtecan (T-DXd) Versus Trastuzumab Emtansine (T-DM1) in High-risk HER2-positive Participants With Residual Invasive Breast Cancer Following Neoadjuvant Therapy (DESTINY-Breast05),2020-12-04,2030-12-31,3679 days,Recruiting,Interventional
2020/33,Per-Operative Radiotherapy by Papillon +TM in Localized Breast Cancer,2021-07-16,2028-06-01,2512 days,Recruiting,Interventional
2018.016,Monitoring luminAl Breast Cancer Through the Evaluation of Mutational and epiGeNEtic alteraTIons of Circulating ESR1 DNA,2018-05-22,2024-12-01,2385 days,Recruiting,Interventional
