ID,title,actual_duration,status,study_type,fda_regulated_drug,fda_regulated_device,responsible_party,enrollment_count
m-VCAP1,Oral Vinorelbine and Capecitabine in Advanced HER2-negative Breast Cancer,1.4136986301369863,Recruiting,Interventional,No,No,Sponsor,30
19-133,An Online Research Study: BrainHealth in Breast Cancer Survivors,2.0027397260273974,Recruiting,Interventional,No,No,Sponsor,200
CLEE011A2206,"Efficacy and Safety of Ribociclib in Pre- and Postmenopausal Chinese Women With HR Positive, HER2-negative, Advanced Breast Cancer.",6.2904109589041095,"Active, not recruiting",Interventional,No,No,Sponsor,327
CASE3118,Role of Magnetic Resonance Fingerprinting and Quantitative MR Imaging in Breast Cancer,4.632876712328767,"Active, not recruiting",Interventional,No,Yes,Sponsor,13
2020(55),Evaluating Omitting of Internal Mammary Irradiation Among Early Stage Intermediate Risk (N1) Breast Cancer,9.67123287671233,Recruiting,Interventional,No,No,Principal Investigator,214
WO40324,"A Study to Evaluate the Pharmacokinetics, Efficacy, and Safety of Subcutaneous Administration of the Fixed-Dose Combination of Pertuzumab and Trastuzumab in Combination With Chemotherapy in Participants With HER2-Positive Early Breast Cancer",5.427397260273972,"Active, not recruiting",Interventional,Yes,No,Sponsor,500
Geneplus2020BC01,ctDNA Monitoring in Early Breast Cancer,4.50958904109589,Recruiting,Observational,No,No,Sponsor,200
ML39208,A Study to Assess the Feasibility of an E-Health System (ZEMY) Designed to Manage Symptoms in Participants With Breast Cancer Under Anti-Cancer Treatment,0.852054794520548,Completed,Interventional,No,No,Sponsor,56
18/028,"Palbociclib, Letrozole & Venetoclax in ER and BCL-2 Positive Breast Cancer",5.189041095890411,Recruiting,Interventional,No,No,Sponsor,36
19-005860,Multiscale Omics for the Development of a Cohort Database and Study Platform in Breast Cancer Survivors,2.747945205479452,"Active, not recruiting",Observational,No,No,Sponsor,105
A231701CD,Increasing Patients Engagement in Breast Cancer Surgery Decision-Making,4.794520547945205,"Active, not recruiting",Interventional,No,No,Sponsor,598
FDRT-BC017,Medial vs. Entire Supraclavicular Lymph Node Radiation Therapy for Patients With Invasive Breast Cancer,5.865753424657535,Recruiting,Interventional,No,No,Sponsor,1650
AC699-001,Study of AC699 in Patients With Estrogen Receptor Positive/Human Epidermal Growth Factor Receptor 2 Negative (ER+/HER2-) Locally Advanced or Metastatic Breast Cancer,2.008219178082192,Recruiting,Interventional,Yes,No,Sponsor,60
2020-495,Efficacy and Safety of Dose-dense Chemotherapy (ddEC-ddP) for Neoadjuvant Chemotherapy of HER2-negative Breast Cancer,7.002739726027397,Recruiting,Interventional,No,No,Sponsor,260
CTRIAL-IE 17-13,Copanlisib in Combination With T-DM1 in Pretreated Unresectable Locally Advanced or Metastatic HER2-positive Breast Cancer,0.9753424657534248,Terminated,Interventional,No,No,Sponsor,2
00005038,Family History and Breast Cancer Education Trial,1.4986301369863013,Completed,Interventional,No,No,Principal Investigator,196
H-43432,Sitravatinib in Metastatic Breast Cancer,1.2821917808219179,Terminated,Interventional,Yes,No,Sponsor-Investigator,3
2020-010,Identification of Genetic Determinants for Treatment Resistance/Sensitivity and/or Toxicity in Adjuvant Setting for HER2 Positive Breast Cancer,8.005479452054795,Recruiting,Observational,No,No,Sponsor,9000
Contralateral Screening,Screening Contralateral Breast Cancers in Patients With Newly Diagnosed Breast Cancer,3.756164383561644,Recruiting,Observational,No,No,Principal Investigator,1098
HCRN BRE18-334,"Circulating Tumor DNA Enriched, Genomically Directed Post-neoadjuvant Trial for Patients With Residual Triple Negative Breast Cancer",12.446575342465753,Recruiting,Interventional,Yes,No,Sponsor-Investigator,197
ACT16105,Phase 2 Study of Amcenestrant (SAR439859) Versus Physicians Choice in Locally Advanced or Metastatic ER-positive Breast Cancer,3.9397260273972607,"Active, not recruiting",Interventional,Yes,No,Sponsor,290
OSU-22013,Genetic Counseling Patient Preference Intervention Versus Conventional Genetic Counseling for Women at Elevated Risk for Breast Cancer,3.3863013698630136,Recruiting,Interventional,No,No,Principal Investigator,1000
I-3364822,Home-based Respiratory Muscle Training for Minimizing Side Effects in Patients Undergoing Treatment for Breast Cancer,5.835616438356165,Not yet recruiting,Interventional,No,No,Sponsor,130
ICO-N-2019-04,[18F]-DPA-714 PET/CT (Positron Emission Tomography/Computerized Tomography) in Triple Negative Breast Cancers,1.1095890410958904,Completed,Interventional,No,No,Sponsor,13
2007-206-1145,"Diffusion-Weighted MRI for Diagnosis of Multifocal, Multicentric Breast Cancer",3.756164383561644,Not yet recruiting,Observational,No,No,Principal Investigator,580
20140299,Study of Talimogene Laherparepvec With Atezolizumab for Triple Negative Breast Cancer and Colorectal Cancer With Liver Metastases,3.712328767123288,Completed,Interventional,Yes,No,Sponsor,36
2019.629,Artificial Intelligence in Mammography-Based Breast Cancer Screening,4.000000000000001,Recruiting,Observational,No,No,Principal Investigator,1000
CS003-BC,Safety and Efficacy Evaluation of the P2Et Extract in Patients With Breast Cancer,1.3315068493150686,Recruiting,Interventional,No,No,Sponsor,58
2020-005722-28,Patritumab Deruxtecan (U3-1402) in Unresectable Locally Advanced or Metastatic Breast Cancer,5.087671232876712,Recruiting,Interventional,No,No,Sponsor,100
EORTC-1617-QLG-BCG,Follow-up in Early and Locally Advanced Breast Cancer Patients,2.463013698630137,"Active, not recruiting",Observational,No,No,Sponsor,830
MD-127-2019,Letrozole and Metronomic Capecitabine in ER-positive HER2 Negative Advanced Breast Cancer (B-001 Study),2.164383561643836,Unknown status,Interventional,No,No,Principal Investigator,204
HREBA.CC-19-0354,Protein Needs Study,4.684931506849315,Recruiting,Interventional,No,No,Sponsor,30
UC-BCG-2204,Safety and Efficacy Analysis of an Antibody Associated With a Chemotherapy for Patients With a Triple Negative Metastatic Breast Cancer,3.0027397260273974,Not yet recruiting,Interventional,No,No,Sponsor,100
PYHOPE-BC-104,Pyrotinib as Neoadjuvant Agent for Non-objective Response HER2-positive Early Breast Cancer,2.9945205479452053,Recruiting,Interventional,No,No,Sponsor,60
TMZ-TNBC,Temozolomide Monotherapy or in Combination With Olaparib in Patients With Triple Negative Breast Cancer (TNBC),4.671232876712328,Not yet recruiting,Interventional,No,No,Sponsor,40
STUDY-20-01174,Increasing Breast Cancer Screening in Chinese Immigrants,1.452054794520548,Completed,Interventional,No,No,Principal Investigator,99
SIM-1907-02-SERD-101,"Phase I Study to Evaluate SCR-6852 Alone or in Combination in ER+, HER2- Locally Advanced or Metastatic Breast Cancer",3.3123287671232875,Recruiting,Interventional,No,No,Sponsor,146
20-151,Refining Local-Regional Therapy for IBC,6.501369863013698,Recruiting,Interventional,No,No,Principal Investigator,50
RJBC-SHF RNI,Adjuvant Regional Nodal Radiation Therapy for One Week in Breast Cancer,6.082191780821918,Recruiting,Interventional,No,No,Principal Investigator,197
YOUNGBC-17,Real-world Study of UTD1 in Chinese Advanced Breast Cancer,1.082191780821918,Recruiting,Observational,No,No,Principal Investigator,150
HREBA.CC-21-0429,Exercise Rehabilitation Via a Mobile Application for Individuals With Breast Cancer Undergoing Chemotherapy,0.6931506849315069,Recruiting,Interventional,No,No,Sponsor,30
Metastatic Breast Cancer,"Τreatment Standards and Outcomes of Patients With ER/PR Positive, HER2-negative Metastatic Breast Cancer",5.002739726027397,Recruiting,Observational,No,No,Sponsor,300
UW17107,ONC201 With a Methionine-Restricted Diet in Patients With Metastatic Triple Negative Breast Cancer,2.254794520547945,Terminated,Interventional,Yes,No,Sponsor,4
NL63209 041 18,MRI-guided Single Dose Preoperative Radiotherapy in Low-risk Breast Cancer,12.67123287671233,Withdrawn,Interventional,No,No,Principal Investigator,0
KCSG BR19-15,T-DM1 in HER2-positive Metastatic/Relapsed Breast Cancer,0.6164383561643836,Unknown status,Observational,No,No,Principal Investigator,1000
2020-AHL-001,"Tucatinib, Trastuzumab, and Capecitabine With SRS for Brain Metastases From HER-2 Positive Breast Cancer",2.33972602739726,Not yet recruiting,Interventional,Yes,No,Sponsor,40
SAMuhammad,Outcome of Neo-adjuvant Chemotherapy Followed by Breast Conservative Surgery in Breast Cancer in Upper Egypt,2.0027397260273974,Unknown status,Interventional,No,No,Principal Investigator,45
202201100,A Low AGE (Advanced Glycation End-product) Dietary Intervention for Breast Cancer Survivors,1.1561643835616437,"Active, not recruiting",Interventional,No,No,Sponsor,14
2019-A02195-52,Immunomonitoring of Breast Cancer Patients During Systemic Treatment,4.002739726027397,Recruiting,Interventional,No,No,Sponsor,150
ShantouCH02,Neoadjuvant Dose-dense Chemotherapy for HR+/HER2- Breast Cancer Patients With High Proliferation Index,3.4164383561643836,Recruiting,Interventional,No,No,Principal Investigator,64
PekingUPH10B003,Neoadjuvant Therapy Study Guided by Drug Screening in Vitro for HER2 Positive Early Breast Cancer Patients,5.764383561643836,Recruiting,Interventional,No,No,Sponsor,46
GE-280-401,Clinical Utility of FES F18 PET/CT in Metastatic Breast Cancer Patients,2.7424657534246575,Recruiting,Observational,Yes,No,Sponsor,206
CTMS# 19-0028,Effects of Creatine Supplementation in Breast Cancer Survivors,3.923287671232877,Recruiting,Interventional,No,No,Sponsor,30
NEO-01,OA for Breast Cancer NAC Response,1.7671232876712328,Completed,Interventional,No,Yes,Sponsor,20
NL58040.091.16,Minimal Invasive Breast Cancer Excision Using the Breast Lesion Excision System Under Ultrasound Guidance,1.4438356164383561,Terminated,Interventional,No,No,Sponsor,22
LQ006,Pyrotinib Combined With Capecitabine Metronomic Therapy in HER2-postitive Advanced Breast Cancer,2.7041095890410958,Unknown status,Interventional,No,No,Principal Investigator,35
MCC-19-15740,Improving Communication and Adherence in Black Breast Cancer Survivors (Sisters Informing Sisters),3.923287671232877,Recruiting,Interventional,No,No,Sponsor,460
K180603J,Advanced MR Techniques for Breast Cancer Detection,5.005479452054795,Withdrawn,Interventional,No,No,Sponsor,0
ABLE02,A Physical Activity Program to Improve Quality of Life and Reduce Fatigue in Metastatic Breast Cancer,3.9397260273972607,Recruiting,Interventional,No,No,Sponsor,244
MCC-21-BRE-54,"Neoadjuvant Endocrine Therapy in ER-positive, HER2-negative Early Stage Breast Cancer",14.627397260273973,Recruiting,Interventional,Yes,No,Sponsor-Investigator,70
CLEE011A3201C,Study to Compare the Combination of Ribociclib Plus Goserelin Acetate With Hormonal Therapy Versus Combination Chemotherapy in Premenopausal or Perimenopausal Patients With Advanced or Metastatic Breast Cancer,4.219178082191782,"Active, not recruiting",Interventional,No,No,Sponsor,223
2/108/7,What Factors Affect Breast Cancer Neoadjuvant Chemotherapy Efficacy?,1.082191780821918,Unknown status,Interventional,No,No,Sponsor,25
EOC202A1101,Phase I Study of EOC202 Plus Paclitaxel in Chinese Patients With Metastatic Breast Cancer,3.1945205479452055,Completed,Interventional,No,No,Sponsor,12
HUM00140468,Acupressure for Pain and Opioid Use Among Breast Cancer Patients,1.082191780821918,Terminated,Interventional,No,No,Principal Investigator,8
18-2562.cc,Breast Cancer Patient Engagement With Patient Reported Outcome Measure Survey,4.5917808219178085,Recruiting,Interventional,No,No,Sponsor,370
19-586,Prolonged Nightly Fasting in Breast Cancer Survivors,1.9479452054794524,Completed,Interventional,No,No,Principal Investigator,40
2014CB543202-02,Warm Acupuncture for Breast Cancer Related Lymphedema,2.9397260273972603,Completed,Interventional,No,No,Principal Investigator,108
CER2021,"Prevalence of Lymphedema in Valle Del Cauca, Colombia.",3.953424657534247,"Active, not recruiting",Observational,No,No,Principal Investigator,367
IB 2017-05,Brief Intervention for Tobacco and Alcohol Risk Reduction for Couple During Breast Cancer Treatment.,3.0027397260273974,Unknown status,Interventional,No,No,Sponsor,320
On4Rehab Pilot Trial,Physical Exercise for Breast Cancer Survivors: Face-to-face Versus Home-based,0.41643835616438357,Completed,Interventional,No,No,Sponsor,12
IIT-0005,Docosahexaenoic Acid (DHA) for Women With Breast Cancer in the Neoadjuvant Setting,2.0136986301369864,Unknown status,Interventional,No,No,Sponsor,52
PROTECT,Prospective Surveillance for Breast Cancer-Related Lymphedema,3.9095890410958907,Recruiting,Interventional,No,No,Principal Investigator,250
MD 134/2022,Inflammatory Blood Markers in Breast Cancer Patients Receiving Neoadjuvant Chemotherapy,1.2493150684931507,Not yet recruiting,Observational,No,No,Principal Investigator,150
NCC2129,Nab-Paclitaxel in Patients With ER+/HER2- Recurrent Metastatic Breast Cancer,3.0931506849315067,Unknown status,Interventional,No,No,Principal Investigator,108
001,Pyrotinib Plus Trastuzumab After First-line TH (P) Treatment With HER-2 Positive Breast Cancer,2.8328767123287673,Not yet recruiting,Interventional,No,No,Sponsor,60
SYSU-CSCO-2020,Pyrotinib in Breast Cancer Patients With Poor Response to the Neoadjuvant Treatment of Trastuzumab and Pertuzumab,5.005479452054795,Not yet recruiting,Interventional,No,No,Principal Investigator,27
IRB18-0970,A Multi-Modality Surveillance Program for Women at High Risk for Breast Cancer,6.789041095890411,Recruiting,Interventional,No,No,Sponsor,400
2019-09-023,Omitting Biopsy of SEntinel Lymph Node With Radiation After Neoadjuvant Chemotherapy in Breast Cancer (OBSERB) Trial,5.0,Not yet recruiting,Interventional,No,No,Principal Investigator,1380
Shengjing-LCG004,Treatment of Triple-negative Breast Cancer With Albumin-bound Paclitaxel as Neoadjuvant Therapy: a Prospective RCT,5.36986301369863,Recruiting,Interventional,No,No,Principal Investigator,1498
A5481093,A Study to Learn About the Dangers Linked to Myelosuppression (Decreased Bone Marrow Function) in Breast Cancer Patients Treated With the Study Medicine Palbociclib (Pal Bow Sai Klib),0.1643835616438356,Not yet recruiting,Observational,,,Sponsor,1300
MedOPP168,"Olaparib+Trastuzumab in HER2[+],Breast Cancer Susceptibility Gene (BRCA) Mutated Advanced Breast Cancer",2.841095890410959,Terminated,Interventional,No,No,Sponsor,5
LUN_DBT_121,"Multi-Reader, Multi-Case, Cross-Over, Retrospective Study to Evaluate Effectiveness of Lunit INSIGHT DBT",0.9397260273972603,Recruiting,Observational,No,Yes,Sponsor,262
I239,CFI-400945 and Durvalumab in Patients With Advanced Triple Negative Breast Cancer,3.0356164383561643,"Active, not recruiting",Interventional,No,No,Sponsor,15
IRB00158622,Auricular Point Acupressure to Self-Manage Chronic Pain or Aromatase Inhibitor Musculoskeletal Symptoms in Breast Cancer Survivors: Effectiveness and Scientific Underpinnings,2.136986301369863,Completed,Interventional,No,No,Sponsor,102
RFTMBCPW,Fulvestrant in Metastatic Breast Cancer,3.16986301369863,Unknown status,Interventional,No,No,Principal Investigator,30
s63338,The Added Value of a Third Supervised Training Session to a Standard 12-week Rehabilitation Program After Breast Cancer: Pilot Study,0.6575342465753424,Completed,Interventional,No,No,Sponsor,62
2017-0071,"Hydroxychloroquine, Palbociclib, and Letrozole Before Surgery in Treating Patients With Estrogen Receptor Positive, HER2 Negative Breast Cancer",6.36986301369863,"Active, not recruiting",Interventional,Yes,No,Sponsor,54
2019/00283,A Pilot Tele-rehabilitation Trial for Breast Cancer Survivors,2.164383561643836,Recruiting,Observational,No,No,Principal Investigator,40
20200628GD,Neoadjuvant Tucidinostat and Exemestane in Early Breast Cancer,2.063013698630137,Unknown status,Interventional,No,No,Principal Investigator,30
ANLO-BC,Anlotinib Combination With Vinorelbine in the HER2- Advanced Breast Cancer,2.5315068493150683,Recruiting,Interventional,No,No,Principal Investigator,134
SHR-A1811-III-306,SHR-A1811 Versus Investigators Chemotherapy in Recurrent/Metastatic Breast Cancer Clinical Trial,3.0876712328767124,Not yet recruiting,Interventional,No,No,Sponsor,528
