ID,Gender,Minimum_Age,Healthy_Volunteers
P.T.REC/012/002677,Female,60 ,Accepts Healthy Volunteers
ISPY-P1.01,All,18 ,Accepts Healthy Volunteers
NCI-2017-01921,Female,18 ,No
"2016-051-000001, 1835",Female,44 ,Accepts Healthy Volunteers
CF21163B,Female,20 ,No
D-FR-01072-002,All,18 ,No
Breast-Nektaria,Female,20 ,No
1413727,All,18 ,No
1049/2018,Female,18 ,No
20200426,All,18 ,Accepts Healthy Volunteers
VALO-001,All,18 ,No
IMU R204/2017,All,25 ,No
LCCC1915,All,18 ,Accepts Healthy Volunteers
RiphahIU Shafaq,Female,40 ,No
CRX100-001,All,18 ,No
HREBA.CC-20-0077,Female,60 ,No
TST-9-H,Female,21 ,No
OCOG-2022-RAPID2,Female,50 ,No
20181004,Female,18 ,No
18-571,All,18 ,No
R19-159,Female,18 ,No
2018B0521,Female,21 ,Accepts Healthy Volunteers
287482,Female,18 ,No
HR-BLTN-DDI-07,All,18 ,Accepts Healthy Volunteers
201612723,All,18 ,No
2012285106,Female,40 ,Accepts Healthy Volunteers
AWS,All,18 ,No
2022-0328,All,18 ,Accepts Healthy Volunteers
20/007-E_TFM,All,18 ,No
Internal Code 012-23,All,18 ,No
0352-2189,All,18 ,No
HCI128055,All,18 ,No
180097,All,18 ,No
190134,All,60 ,No
TH1902-CTR-0001,All,18 ,No
18112,Female,18 ,No
KY20172047-1,Female,18 ,No
BREAST HEMATOMA,All,18 ,nan
mRNA-2752-P101,All,18 ,No
1380800-R,All,18 ,No
7621,All,18 ,No
TomBakerCC,Female,18 ,Accepts Healthy Volunteers
SVIFT Nodal Trial,Female,18 ,No
CASE1Z21,All,18 ,No
IRB00075787,Female,18 ,No
HB-AT-001,All,18 ,Accepts Healthy Volunteers
ART4215C001,All,18 ,No
D161100000816006,Female,18 ,No
Duke-NUS,Female,21 ,No
226947,All,18 ,No
SKNA pilot,All,20 ,No
IIT2018-05-ASHER-IMPROV2,Female,18 ,No
OU-SCC Virtual Reality,All,18 ,No
2020-A03205-34,All,18 ,No
OPERA2,Female,18 ,No
201907039,Female,40 ,No
TaiHao BR-USCAD VT 20-249,Female,21 ,No
UMCC 2021.004,All,18 ,No
UPMREB 2021-140-01,Female,18 ,No
15/LO/1038 BRACELET,All,nan,No
KS01,Female,18 ,Accepts Healthy Volunteers
MS-268-2019,Female,18 ,Accepts Healthy Volunteers
BoCCE,Female,18 ,No
875329B,All,65 ,No
MS-536-2021,Female,18 ,Accepts Healthy Volunteers
Gyn F-Chem,All,18 ,No
PROICM 2019-06 COH,Female,18 ,No
NCCH1905,All,18 ,No
D3614C00004,All,18 ,Accepts Healthy Volunteers
1449,Female,20 ,No
RocuMAST,Female,18 ,nan
CHD22_0002,All,18 ,No
CLINP-001001,Female,18 ,No
1920306,All,18 ,Accepts Healthy Volunteers
17-VIN-0855,All,18 ,No
2022-01423-01,Female,18 ,No
2019-0557,Female,18 ,No
Breast 2019,All,18 ,No
D0817C00098,All,18 ,No
2017-377,Female,25 ,No
IZKSZ3_188408 / 1,All,19 ,No
2018-94,Female,25 ,No
ORIN1001-C1,All,18 ,No
UMCC 2020.041,Female,18 ,No
H-42207 GAIL-N,All,1 ,No
Esogu Anesthesia,Female,18 ,No
TED16925,All,18 ,No
Telerehab CH Feasibility,Female,20 ,No
RPC006,All,25 ,No
BEX15859,Female,40 ,Accepts Healthy Volunteers
waitingroom,Female,18 ,No
CP-10-001,Female,18 ,Accepts Healthy Volunteers
REB16-1463,Female,18 ,No
UF-STO-ETG-003,All,18 ,No
UMCC 2020.157,All,18 ,No
OnkoFit II,All,18 ,No
R7075-ONC-2009,All,18 ,No
CART-TnMUC1-01,All,18 ,No
PT06-01,All,18 ,No
2019/2944,Female,21 ,No
SPI-POZ-501,All,18 ,No
LCB-1801-001,All,18 ,No
PECS vs SAP,Female,18 ,No
2020-000495-37,All,18 ,No
2018-0175,Female,18 ,No
2021-082,Female,nan,No
012018CONTROL,All,18 ,No
18232,All,18 ,No
R19258,Female,18 ,Accepts Healthy Volunteers
2020/03FEV/065,All,18 ,No
2012-001-108,All,18 ,Accepts Healthy Volunteers
HREC/74777/Alfred-2021,Female,18 ,No
7905,All,18 ,No
ARX788-1711,All,18 ,No
69HCL18_0492,All,18 ,No
BB-1701-101,All,18 ,No
D9720C00001,All,18 ,No
XuanWuH-NK,All,18 ,No
FPX-01-01,All,18 ,No
RAPA-201-STP-01,All,18 ,No
HC-404-FCP-2011,All,18 ,No
assuitu faculty of medicine,Female,20 ,Accepts Healthy Volunteers
STUDY00015358,All,18 ,No
ONCX-NAV-G201,All,18 ,No
CRUKD/22/002,All,16 ,No
042201,Female,18 ,No
DCC-2036-01-004,All,18 ,No
NM1F-T1-01,All,18 ,No
213409,All,18 ,No
ICO-2020-06,Female,40 ,No
OMO-103-01,All,18 ,No
849679,All,18 ,No
UC-0101/1709,All,18 ,No
4-2020-0165,Female,19 ,No
ZN-A-1041-101-US,All,18 ,No
UW21084,All,18 ,No
IRB#56402,All,18 ,Accepts Healthy Volunteers
TAEK-VAC-HerBy-001,All,18 ,No
C4161001,All,18 ,No
MORAb-202-G000-201,All,18 ,No
18-27025,Female,18 ,Accepts Healthy Volunteers
APHP210583,All,nan,No
19-652,All,18 ,Accepts Healthy Volunteers
BESTa,All,23 ,Accepts Healthy Volunteers
SOLTI-1804,All,18 ,No
M19-037,All,18 ,No
2020-00256; ch18Weber4,Female,18 ,No
OSU-21313,All,18 ,No
AN0025S0103,All,18 ,No
202202104,All,18 ,No
Medipol Hospital 9,All,18 ,No
69HCL18_0369,All,18 ,No
2019/629,Female,40 ,Accepts Healthy Volunteers
200023,All,12 ,No
RB-vs-RG-BCS,Female,18 ,Accepts Healthy Volunteers
CHANCES-IPC 2021-008,All,18 ,No
17-694,Female,30 ,No
SLS17-201/MK3475-770,All,18 ,Accepts Healthy Volunteers
AP2207-30110,Female,18 ,No
2015-KAEK-64-22-09,All,35 ,Accepts Healthy Volunteers
FZPL-Ⅲ-301-OC,Female,18 ,No
2022-0329,Female,18 ,No
CLODIS,Female,18 ,No
KE-0254/92/2018,Female,18 ,No
G423 Multi TP,All,18 ,No
2019-001982-34,All,18 ,No
201803061RIND,Female,20 ,No
192004,All,18 ,No
RIPH3-RNI18/NEUROTAX,All,18 ,No
22339,All,18 ,No
TAS2940-101,All,18 ,No
Bio2738,Female,18 ,No
20252,All,18 ,No
2021-PrMa-RWiberg,Female,18 ,nan
STM-IRB-22B-001,All,20 ,No
69HCL20_0346,Female,18 ,No
21-5539,All,18 ,No
2018-1361,Female,18 ,No
MC1713,Female,18 ,No
HREBA.CC-18-0028,All,18 ,No
E-SN@P PROJECT-IPC 2017-029,All,70 ,No
PASCA,All,18 ,No
H-49731,All,18 ,Accepts Healthy Volunteers
BrUOG 390,Female,18 ,No
EC/2018/0315,Female,40 ,Accepts Healthy Volunteers
CIMS-2019-01,Female,18 ,No
XL102-101,All,18 ,No
Dnr 2019-04151,All,18 ,No
2021-001624-17,Female,45 ,No
GCO 21-0012,All,21 ,No
2018-0004,Female,18 ,No
TJ-IRB20211129,All,18 ,No
823981A,All,18 ,No
NIT-110 (KEYNOTE PNA60),All,18 ,No
69HCL19_0731,All,75 ,nan
BT-001.01,All,18 ,No
EAQ161CD,All,nan,Accepts Healthy Volunteers
Pro00106186,All,18 ,No
G-5097-2019,Female,18 ,Accepts Healthy Volunteers
Laser treatment,Female,nan,No
NIMAO/2016/PC-01,All,18 ,No
IIT-2021-CANINE,All,18 ,nan
PROICM 2017-05 BAL,All,18 ,No
Breast Biopsy,Female,18 ,Accepts Healthy Volunteers
GOP,Female,nan,No
2018P000084,Female,18 ,Accepts Healthy Volunteers
IRB00167074,Female,18 ,No
NIP IT!,All,18 ,No
CDKY709A12101C,All,18 ,No
IRB#21-001169,All,18 ,No
PRO 1676,All,18 ,Accepts Healthy Volunteers
Pro00102260,All,18 ,No
19829,All,18 ,No
CE3220.,All,18 ,No
00011271,All,18 ,No
METCZ20220056,Female,18 ,No
RC31/17/0350,Female,18 ,No
19-179,All,18 ,No
180276,Female,40 ,Accepts Healthy Volunteers
213353,Female,18 ,No
ebeddows,All,18 ,No
IFCT-1703,All,18 ,No
69HCL17_0642,All,18 ,No
CS001-SA,All,18 ,Accepts Healthy Volunteers
MSK8/22,Female,18 ,No
JAB-2485-1001,All,18 ,No
BA3021-001,All,18 ,No
PVMEDCT202201,All,18 ,No
2020-05-001B,Female,20 ,No
PRT2527-01,All,18 ,No
13104,Female,18 ,No
RECHMPL22_0024,All,18 ,No
21-369,All,18 ,No
120134,Female,18 ,No
Pro00078230,All,18 ,No
18-000948,Female,25 ,No
20-08,Female,35 ,Accepts Healthy Volunteers
AP2001-50504,Female,18 ,No
FMBSURECS/30042019/Ali,Female,25 ,Accepts Healthy Volunteers
21-192,All,18 ,No
SBT6290-101,All,18 ,No
SAHZhejiangU 123,All,18 ,No
CRYO for Mastectomy (DoD),All,18 ,No
FMASUMD45/2021,Female,18 ,No
PT3465,Female,40 ,No
Lishui Peoples Hospital,All,18 ,No
HAN2014005-CT02,Female,nan,No
SHEBA-19-6136-RS-CTIL,All,18 ,No
GS-US-417-5937,All,18 ,Accepts Healthy Volunteers
2021/01159,All,21 ,No
SOGUG-2016-A-IEC(PRO)-12,Male,18 ,No
CCR5653,All,18 ,nan
PPP005-Ph2/3-01,All,18 ,No
AAAS9968,Female,18 ,No
METCZ2019016,Female,18 ,No
1190532,Female,18 ,Accepts Healthy Volunteers
HSL 2016-83,All,18 ,Accepts Healthy Volunteers
IMM2902-101,All,18 ,No
NOX66-005,All,18 ,No
CCR5063,Female,18 ,Accepts Healthy Volunteers
BGB-3111-108,Male,18 ,Accepts Healthy Volunteers
2020/14MAI/273,All,18 ,No
B4T2-PRC-IIT-001,All,18 ,No
PROACTIVE,All,18 ,No
2017-02028,All,18 ,No
JS001-PMS-CO1,All,nan,No
875351,All,18 ,No
CX-839-011,All,18 ,No
Pro00037562,All,18 ,Accepts Healthy Volunteers
16-010491,Female,18 ,No
INT17676,Male,18 ,Accepts Healthy Volunteers
829785,All,18 ,Accepts Healthy Volunteers
ESG401-101,All,18 ,No
GS-US-382-1587,All,18 ,No
20221202,All,18 ,No
KSCM-CRD-001,Female,18 ,No
201707042,Female,18 ,No
201810102MINC,Female,20 ,No
IRB 20-488,Female,18 ,No
1237087,Female,18 ,No
P.T.REC/012/003747,Female,40 ,No
GIHSYSU-26,All,18 ,No
GO-1,All,18 ,No
BRCA-ACP.2022,Female,25 ,No
20,All,18 ,No
JK08.1.01,All,18 ,No
NC762-01,All,18 ,No
PARPA-293-001,All,18 ,No
INT 36/18,All,18 ,No
209514,All,18 ,Accepts Healthy Volunteers
17237,All,18 ,No
MER-XMT-2056-1,All,18 ,No
Klotho _ LRP-6 _ GC,All,18 ,nan
ZL-2306-912 ALTER-OC-02,All,18 ,No
CEP1:4/2016,Female,18 ,Accepts Healthy Volunteers
Chemobrain Study,All,70 ,No
XB002-101,All,18 ,No
KlusPharma,All,18 ,No
AJIRB-MED-THE-18-236,All,19 ,Accepts Healthy Volunteers
20/PR/0222,All,18 ,nan
JTU-6H-20210227001,Female,18 ,No
69HCL22_0275,All,18 ,No
REPLAMOD,Female,18 ,No
BTC-HER2,All,19 ,No
CASE2117,Female,18 ,No
GOUDET 2018,All,nan,No
H-38855,All,18 ,No
FF-2018-084,Female,nan,No
2018-03,Female,18 ,Accepts Healthy Volunteers
4-2019-0648,All,19 ,No
TG-iConquerFear,All,18 ,No
P2101,Female,26 ,No
TCM-padia001,All,18 ,No
GO43860,All,18 ,No
C/35/2017,All,18 ,No
2018-003115-21,All,18 ,No
EC29,Female,18 ,No
2021/117,Female,18 ,No
Health consortium maresme,Female,18 ,No
HS-10502-101,All,18 ,No
STUDY00023183,All,18 ,No
201903142,All,18 ,Accepts Healthy Volunteers
DCC-2036-01-003,All,18 ,No
E-19-3943,Female,18 ,No
CASE6118,Female,19 ,No
MCART-006,All,18 ,No
PRO1184-001,All,18 ,No
ONC-392-001,All,18 ,No
2021-04840,All,18 ,No
BPI-2358-105 phase 3,All,18 ,No
HCC 20-064,All,18 ,No
E-19-773,Female,18 ,No
STUDY00003387,Female,18 ,No
MCART-002,All,18 ,No
SBT6050-201,All,18 ,No
ARRAY-818-103,All,18 ,No
Niraparib-5001,Female,19 ,No
LINDA,Female,40 ,Accepts Healthy Volunteers
MC210302,All,18 ,No
QSPainRelief-patientCNS,All,18 ,No
CARTIER,All,65 ,No
The Swedish DIRECT study,All,18 ,No
CKAF156A2104,All,18 ,Accepts Healthy Volunteers
B3271007,All,0 ,No
Elasto Trial,Female,18 ,No
Soh-Med-22-09-01,Female,18 ,Accepts Healthy Volunteers
N201810002,All,20 ,No
MastoVit150,Female,18 ,No
CASE1219,All,40 ,No
OCOG-2021-ELISA,Female,46 ,No
CHIRCOLREC-IPC 2018-017,All,18 ,No
RELI/19/Der-Rdt/001,Female,18 ,No
GS-US-467-5643,All,18 ,No
PRO00031416,Male,18 ,No
7635,Female,21 ,No
VAC for HPV,All,9 ,Accepts Healthy Volunteers
ONCB-006-19F,All,21 ,No
70781,All,40 ,No
1407426,All,25 ,No
PRS-343-PCS_08_18,All,18 ,No
NL72939.078.20,Female,18 ,No
HCI105691,All,nan,No
49/20 b,Female,18 ,No
AP2007-50104,Female,18 ,No
PRO00032593,Female,18 ,No
H00020209,Female,18 ,No
ROR2103,All,18 ,No
BG01-2002,All,18 ,No
Rhomboid,All,18 ,No
KY-2021-012,All,18 ,No
49/20,Female,18 ,No
GC101 TIL-ST-01,All,18 ,No
IM014-032,All,18 ,Accepts Healthy Volunteers
CEEGOG EX-02,Female,18 ,No
93 /1801/2021,Female,nan,No
2020-3627-1407,Female,18 ,No
OTH267,All,50 ,Accepts Healthy Volunteers
Pro00054854,All,18 ,No
MF 22-02,Female,18 ,No
2019-0989,All,19 ,No
UCSD IIT 150729,All,18 ,No
P.T.REC/012/003464,Female,40 ,No
BPX603-201A,All,18 ,No
KEEP-G 07,All,18 ,No
2021-0611,All,18 ,No
13022260-300-180785,All,18 ,No
INCB 123667-101,All,18 ,No
ICO-2020-19,All,18 ,No
CRUKD/21/004- Treatment Arm 4,All,nan,No
NU22-09-00539,Male,50 ,Accepts Healthy Volunteers
2019-A03336-51,Male,18 ,No
09.2020.125,Female,18 ,No
ANAE-341-19,Female,18 ,No
01-2/141 27,All,18 ,No
KF2019#1,All,18 ,Accepts Healthy Volunteers
Vein-project,Female,18 ,No
thoracic sympathectomy,Female,nan,No
20-240,All,18 ,No
Debio 1143-106,All,18 ,No
457,All,18 ,No
D8410C00001,All,18 ,No
229510,All,18 ,No
38RC17.291,All,18 ,nan
034-2020,All,nan,No
Estim Breast,Female,18 ,No
228-17-EP,All,19 ,Accepts Healthy Volunteers
YS-RVON-001,All,21 ,No
RG1006143,All,18 ,Accepts Healthy Volunteers
ZL-2306-914,Female,18 ,No
2019-8890,Female,18 ,Accepts Healthy Volunteers
2021-KY-073,Female,18 ,nan
SNK01-102,All,18 ,No
C4551001,All,18 ,No
ONT-380-011,All,18 ,Accepts Healthy Volunteers
KCSG-ST18-20,All,19 ,No
HCC 20-117,All,18 ,No
EXGEFATU,All,nan,No
HEM-ONCO-013,All,18 ,No
FESPET,Female,40 ,No
STUDY00002021,All,18 ,No
22-501,All,18 ,No
OLATRA,Female,18 ,No
ELVN-002-001,All,18 ,No
FN-1501-UP1,All,18 ,No
ILYAD1_2019,All,18 ,Accepts Healthy Volunteers
RBN-2397-19-001,All,18 ,No
STUDY00000334,Female,18 ,No
OPT-IN Research Protocol,All,18 ,No
2017-A02018-45,All,18 ,No
919/2020/Oss/IOR,All,12 ,Accepts Healthy Volunteers
CX-5461-04,All,18 ,No
MC16C2,All,18 ,No
NL75863.068.21,Female,18 ,No
20-009,All,18 ,No
PUMCH-NM-11/041,Male,18 ,No
ISU104-001,All,19 ,No
BR/2019/487,Female,40 ,No
ATADEK/2022.11,Female,45 ,Accepts Healthy Volunteers
60116787-020/34123,Female,18 ,No
BARBEN 2020,All,70 ,nan
CHUB-Hystocor,Female,nan,No
BLU-222-1101,All,18 ,No
Soh-Med-22-09-16,All,nan,nan
Shengjing-LJY05,Female,18 ,Accepts Healthy Volunteers
CHUBX 2015/17,All,18 ,No
1766419-7,All,18 ,Accepts Healthy Volunteers
NUV-868-01,All,18 ,No
436,All,18 ,No
200155,All,18 ,No
2021-BRV-004,Female,18 ,No
PREDICT,All,45 ,No
EJC001,All,21 ,Accepts Healthy Volunteers
CHU-426,All,18 ,Accepts Healthy Volunteers
PHOX-CLI_001,All,18 ,No
NICSO,All,18 ,No
BJK-Z-F18HN-202010-YZGK,All,18 ,No
A-ER-109-415,All,65 ,No
2-107-05-162,Female,20 ,No
IRAS307166,All,20 ,Accepts Healthy Volunteers
20.60-onco20.07,All,18 ,No
YBCSG-21-04,Female,18 ,No
SamanRostambeigi,Female,35 ,No
20190131,All,18 ,No
999916161,All,18 ,No
IRB00038262,Female,18 ,No
IRB00095260,Male,45 ,No
TapeK_Gesso_ABM_PSO,All,18 ,No
29BRC18-0005 (VinMetAtezo),All,18 ,No
1000-1,Female,18 ,Accepts Healthy Volunteers
OPTIMUM,All,19 ,No
R-17-360,All,nan,No
2017-003582-10,All,18 ,No
BIC4VMR,All,18 ,nan
2017_43,All,18 ,No
4397,All,18 ,Accepts Healthy Volunteers
00000001,Female,25 ,No
IRB-2019-118,All,18 ,Accepts Healthy Volunteers
RGC-1501-001,All,20 ,Accepts Healthy Volunteers
19CX5601,Male,18 ,No
20-03021615,All,18 ,Accepts Healthy Volunteers
210026,All,18 ,No
702576,Female,60 ,Accepts Healthy Volunteers
MT-5111_001,All,18 ,No
APHP180576,All,18 ,No
2020-1255,All,19 ,No
RC2022_prg.15,All,30 ,No
IEO 1740,All,18 ,No
UW 19-436,All,nan,Accepts Healthy Volunteers
EDGE 000339,All,nan,No
METCZ20210156,All,18 ,No
2000031462,All,18 ,No
METCZ20210103,All,18 ,Accepts Healthy Volunteers
2017/184 HP,All,18 ,No
20-002000,All,18 ,No
18.068,Male,18 ,No
Soh-Med-22-03-01,All,nan,No
2020-3547,All,50 ,No
CTM-N2D,All,18 ,No
IMT-009-101,All,18 ,No
B.30.2.ATA.0.01.00/1/6,Female,18 ,Accepts Healthy Volunteers
SYSKY-2022-019-02,All,18 ,No
2019-02Obs-CHRMT,Female,50 ,No
CHGH-IRB:(864)110-10,Female,20 ,Accepts Healthy Volunteers
PROT-CI2021,All,18 ,Accepts Healthy Volunteers
CP-MGC018-01,All,18 ,No
RTX-224-01,All,18 ,No
2021-A01625-36,Female,40 ,No
SGNB7H4V-001,All,18 ,No
ShuangHoH,All,20 ,No
P130935,All,18 ,Accepts Healthy Volunteers
2000029793,All,18 ,No
794/2020/Farm/IOR,All,14 ,No
CMUH109-REC2-101,All,20 ,Accepts Healthy Volunteers
RNI 2021 LEBRETON 3 (EVIGE),All,18 ,No
ThirdMMUb,All,18 ,No
2693-CL-0307,Female,40 ,No
2020NZKY-062-01,All,18 ,No
2021-13614,All,18 ,No
MER-XMT-1660-1,All,18 ,No
no: P.T.REC/012/002774,Female,55 ,Accepts Healthy Volunteers
SBNK-YJ-2019-006-02,All,18 ,No
1648/2019,All,18 ,No
2020/900/88,Female,45 ,Accepts Healthy Volunteers
DF1001-001,All,18 ,No
STUDY00000224,All,18 ,Accepts Healthy Volunteers
2693-CL-0304,Female,40 ,No
ZUH-ITP-MBCS,Male,18 ,Accepts Healthy Volunteers
1 TP2AH000076-01-00,Female,16 ,No
21-007867,All,18 ,No
Masters thesis,All,18 ,Accepts Healthy Volunteers
22072,All,nan,No
CPI-006-001,All,18 ,No
HKG-KZ-PRAD-103,Male,18 ,nan
RG1001812,Female,18 ,Accepts Healthy Volunteers
25922,Female,25 ,No
2693-CL-0305,Female,40 ,No
PET/CT in malignancy,All,nan,nan
2021-A01570-41,All,18 ,No
2693-CL-0302,Female,40 ,No
2693-CL-0301,Female,40 ,No
AssiutNT,Female,40 ,No
PUMCH-NM-RR,All,18 ,No
HKG-Bng-HCC-100,All,18 ,No
IX-2021-DS-LEARN,All,18 ,No
1-1-7-05-114,All,20 ,Accepts Healthy Volunteers
Pro00101102,All,18 ,No
ALXN2040-HV-102,All,18 ,Accepts Healthy Volunteers
NL66650.041.18,All,18 ,No
NCI-2020-01206,All,18 ,No
21083,All,18 ,Accepts Healthy Volunteers
STUDY00144314,All,nan,Accepts Healthy Volunteers
19-068,All,18 ,No
69HCL21_0409,All,18 ,No
HALO Dx 001,Male,45 ,No
D8532C00003,Female,50 ,Accepts Healthy Volunteers
UC-0107/1603,All,18 ,No
AK_2021_HP,All,18 ,No
C4391001,All,18 ,No
ICO-2020-14,All,18 ,No
20-2458.cc,All,18 ,Accepts Healthy Volunteers
844554,All,18 ,No
GCT1047-01,All,18 ,No
659/2017BO1,All,18 ,No
SYSU_AI01,Female,18 ,No
HSC-SPH-20-1117,Female,21 ,Accepts Healthy Volunteers
XL092-001,All,18 ,No
B2017-113R,All,15 ,Accepts Healthy Volunteers
PH-FAPGA-01/22,All,18 ,No
GCT1029-01,All,18 ,No
FPA150-001,All,18 ,No
STU-2019-0522,Female,18 ,Accepts Healthy Volunteers
HEALED_CPS3,All,18 ,Accepts Healthy Volunteers
PJ-KS-KY-2019-134,All,18 ,nan
PY314-1-01,All,18 ,No
LAUMCRH.YJ1.16/Jul/2019,Female,18 ,No
DMT-2019.002,All,nan,No
DMT-2019.001,All,nan,No
AD10,All,18 ,No
CASE7Y16,All,18 ,No
1474/19,All,nan,No
CNZV930X2101,All,18 ,No
TirolGESUND,Female,30 ,Accepts Healthy Volunteers
R20-3896L,Female,18 ,Accepts Healthy Volunteers
69HCL19_0992,All,18 ,No
201805930,Female,18 ,No
12345,All,18 ,Accepts Healthy Volunteers
2018-0075,All,18 ,No
LOCAL/2020/DR-01,All,18 ,No
IRB-300003680,Female,19 ,Accepts Healthy Volunteers
HSC-MS-16-0467,Female,18 ,No
PJ-KS-KY-2019-135,All,18 ,No
2021/03-12,Female,18 ,Accepts Healthy Volunteers
D0817R00010,All,19 ,No
201610,All,18 ,No
VAR-2021-12,All,19 ,No
WVU010518,All,18 ,No
NUSMart NM,All,21 ,Accepts Healthy Volunteers
XmAb22841-01,All,18 ,No
PREDAPT,All,18 ,No
SC103,All,18 ,No
ACE1702-001,All,18 ,No
RP12146-2101,All,18 ,No
RG1005815,All,18 ,Accepts Healthy Volunteers
HH-PRT-0001,All,20 ,Accepts Healthy Volunteers
MP01,All,18 ,No
AD07,All,18 ,No
5688,All,18 ,No
RG1005140,All,18 ,No
BT8009-100,All,18 ,No
HN20190929,All,18 ,No
STUDY00018000,All,35 ,Accepts Healthy Volunteers
00003543,All,18 ,No
OSU-19199,All,18 ,No
KB-0742-1001,All,12 ,No
GQ1001X2101,All,18 ,No
21820,All,18 ,No
NL 70691.091.19,Female,25 ,No
ORM-5029-01-001,All,18 ,No
NCI-2017-01232,All,18 ,No
PRT3645-01,All,18 ,No
123glioma,All,nan,No
HMBD-002-V4C26-01,All,18 ,No
NCH04-2020,All,18 ,No
BakircayU/D208,All,18 ,No
RG1121550,All,19 ,No
KYL[2020091],Female,18 ,No
TJ004309STM103,All,18 ,No
AP1904-50102,Female,18 ,No
GCT1044-01,All,18 ,No
SZMC-0216-22,All,18 ,No
7465-CL-202,All,18 ,No
ELU-FRα-1,All,18 ,No
IMP7068 - 101,All,18 ,No
D0818R00008,Female,18 ,No
2000028592,Female,13 ,No
D17062,All,18 ,No
SGNPDL1V-001,All,18 ,No
SAIL-002,All,20 ,Accepts Healthy Volunteers
22/006-P,All,18 ,No
101,All,18 ,No
PREFER,All,18 ,No
ASN004-101,All,18 ,No
C3881001,All,18 ,No
TT420X1103,All,18 ,No
RP2-001-18,All,18 ,No
M18HAR,Female,55 ,nan
8259,Female,15 ,No
20-458,All,18 ,No
STUDY00020679,All,18 ,No
M20COM,All,18 ,No
21-508,All,18 ,No
CPG-01-001,All,18 ,No
TJCC-LC-20190108,All,18 ,No
2000026840,All,18 ,No
S1714,All,18 ,No
2020/2706,All,21 ,No
INCB 106385-102,All,18 ,No
GCT1046-01,All,18 ,No
127-CL-01,All,18 ,No
Pro00077309,All,18 ,Accepts Healthy Volunteers
KY1044-CT01,All,18 ,No
UAB30,All,18 ,No
MCC-20086,All,18 ,No
Oncoplastic breast surgeries,Female,18 ,No
105909,Female,18 ,No
XmAb20717-01,All,18 ,No
PBC017,All,18 ,No
19ON033,Female,18 ,Accepts Healthy Volunteers
Parameters of resistence,Female,nan,Accepts Healthy Volunteers
NCI-2017-01979,All,18 ,No
NCI-2018-01375,All,18 ,No
Pro20170001392,All,18 ,No
A005D-E01-201,All,18 ,No
A212102,All,40 ,Accepts Healthy Volunteers
TAP_Sett17,Female,18 ,No
CPO-100-US-101,All,18 ,No
IRB00058758,All,18 ,No
20-117,All,nan,No
19-002006,All,nan,Accepts Healthy Volunteers
Plasticity Longitudinal cANcer,All,18 ,No
2021-025,All,18 ,No
ATRC-101-A01,All,18 ,No
ST101-101,All,18 ,No
190143,All,18 ,No
CYT-0851-01,All,18 ,No
MC210102,All,18 ,No
17573,All,21 ,Accepts Healthy Volunteers
NCI-2020-13883,All,18 ,No
TT00420CN04,All,18 ,No
ONCR-177-101,All,18 ,No
SGNSTNV-001,All,18 ,No
2021-0299,All,18 ,No
SKL27969C001,All,18 ,No
ACE-Pan tumor-02,All,18 ,No
HCC 20-266,All,18 ,No
2019-0239,All,18 ,Accepts Healthy Volunteers
D9090C00003,All,18 ,Accepts Healthy Volunteers
FT500-101,All,18 ,No
17364,All,18 ,No
180043,All,15 ,No
NCI-2020-06906,All,18 ,No
INT 48/21,All,18 ,Accepts Healthy Volunteers
IDE161-001,All,18 ,No
AK2018_1,All,18 ,No
FT536-101,All,18 ,No
STUDY00000719,All,18 ,No
DV001,Female,18 ,Accepts Healthy Volunteers
JZP712-201,All,18 ,No
TMPS-101,All,18 ,No
CancerDyads,All,18 ,Accepts Healthy Volunteers
IIBSP-ECV-2019-103,Female,30 ,No
00000441,Female,18 ,No
CCI-2003,All,18 ,No
SGNB6A-001,All,18 ,No
MLB-PK-001,All,18 ,No
XmAb23104-01,All,18 ,No
2020-0439,All,18 ,No
CYH33-G102,All,18 ,No
20-410,All,18 ,Accepts Healthy Volunteers
202101,All,18 ,No
NB-ND021 (NM21-1480)-101,All,18 ,No
SBT6050-101,All,18 ,No
17-262-01,All,18 ,No
UC-IMM-2101,All,18 ,No
ADCT-301-103,All,18 ,No
170177,All,18 ,No
TPST-1120-001,All,18 ,No
180032,All,18 ,No
VICC SUPP 2112,All,18 ,Accepts Healthy Volunteers
IB2022-03,All,70 ,No
PR148/21,All,18 ,No
A9001502,All,18 ,No
2020-117,All,18 ,No
NCI-2020-05428,All,18 ,No
2021-0175,All,18 ,No
CCT303-406-mST01,All,18 ,No
6B-20-1,All,18 ,No
NRG-BN009,All,18 ,No
TCR2-21-01,All,18 ,No
2018-01,All,18 ,No
NCI-2020-05956,All,18 ,No
Pro9646,All,21 ,Accepts Healthy Volunteers
CA052-002,All,18 ,No
IMX-110-001,All,18 ,No
IIR 17-127,All,18 ,No
WPH 2201,Female,21 ,No
IRB20-0462,All,18 ,No
XmAb808-01,All,18 ,No
2019-1091,All,18 ,No
INT156-19,All,18 ,No
02-MX-003,All,18 ,No
VAR-2022-04,All,18 ,No
Phase 1 SV-101,All,18 ,No
NYPC ERC# 2019-002,All,18 ,No
TTX-080-001,All,18 ,No
P.T.REC/012/003744,Female,40 ,Accepts Healthy Volunteers
P.T.REC/012/004199,Female,30 ,No
Doaa Atef,Female,40 ,No
09.2018.466,Female,18 ,nan
